"iter","lka","lcl","lvc","CcPropSd","pchol__omega_cl_v__etaLcl__etaLcl","pchol__omega_cl_v__etaLcl__etaLvc","pchol__omega_cl_v__etaLvc__etaLvc","objf"
1,2.21156569460688,2.11625551480255,2.92852352386054,-1.20497330465952,3.9902390341261,-25.1564682965436,2.22990049292744,2204.9086
2,2.26054925571574,2.84888303134444,2.36620374562035,-0.871719261230485,3.90310497641934,-25.163198393083,2.06878530409353,4833.4035
3,2.21289539506762,2.13614331234618,2.91325887483779,-1.19592683998727,3.98787370596178,-25.1566509907428,2.22552688398649,2201.6326
4,2.21257733677892,2.14355549420795,2.9148746018631,-1.18595948213954,3.98486868757399,-25.1568829301233,2.22047783894003,2200.7625
5,2.21007540838521,2.17114887463653,2.93509241001158,-1.13584753369864,3.96889974413172,-25.1581187459044,2.19347412068791,2198.059
6,2.20989429753383,2.17889331887759,2.95119313579086,-1.11796699371808,3.95800933983177,-25.1589979244537,2.17030060463574,2197.3777
7,2.21063284439553,2.18031840751329,2.95492552277731,-1.11547565390953,3.95485837139933,-25.1592698542971,2.16097001572825,2197.3121
8,2.2121957052734,2.18061306618984,2.956383974833,-1.11627334043555,3.95283881536174,-25.1594701448045,2.15110573779307,2197.262
9,2.21631837769846,2.18064978640929,2.95569175949929,-1.1200082120995,3.95204569088722,-25.1596431302463,2.13331506270854,2197.1911
10,2.22164862498643,2.1741120535496,2.95368297619093,-1.12997763492184,3.95925695697135,-25.1592456594554,2.12209461461925,2197.1839
11,2.22201463539429,2.1768827912102,2.95272220136135,-1.12744779723481,3.9603568301439,-25.15917848716,2.12149774001484,2197.1432
12,2.22244784199022,2.17724561267714,2.95212312395105,-1.12688416384652,3.96323929843688,-25.1589802285611,2.12299869987336,2197.132
13,2.22419202685986,2.17743681524489,2.95164901161764,-1.12643496871681,3.97015967790797,-25.1585301728288,2.12296660748423,2197.1139
14,2.22859612213914,2.17846299357486,2.95256321506779,-1.12452363886908,3.98522403338855,-25.1575884703182,2.11798178515241,2197.0777
15,2.23740175864073,2.17896173053513,2.95461767677958,-1.1249493348098,4.01278212272799,-25.1559350178029,2.1012966149213,2197.0288
16,2.23021941299099,2.19568246573302,2.9783740093936,-1.08242255822039,4.04576706363099,-25.1543347506904,2.07369904723002,2197.715
17,2.23658036891488,2.18087395263778,2.95733450613933,-1.1200858738922,4.01655435716043,-25.1557520075401,2.09814049299879,2197.0168
18,2.23975615749682,2.18045973856128,2.95860284011167,-1.12209808121739,4.02829701869048,-25.1550951869703,2.08799654115408,2197.0013
19,2.23981516813394,2.18073374523874,2.95903803766852,-1.12304808543163,4.03138426268247,-25.1549774393557,2.08210471330944,2196.9973
20,2.23356361122698,2.17751575622966,2.95826554118131,-1.12511446934935,4.024207638591,-25.1555400924105,2.08506523658719,2197.0089
21,2.23837719163584,2.17999354681536,2.95886034884476,-1.12352339287167,4.02973350321042,-25.1551068602154,2.08278568973801,2196.9961
22,2.23714597097081,2.18006835459171,2.95869858351369,-1.12365735348717,4.02941400739299,-25.1551747147123,2.08137586340367,2196.9946
23,2.23299628218387,2.17980820406258,2.95791530292724,-1.12351328462301,4.03102023387988,-25.155228224492,2.07955440068462,2196.991
24,2.22850700826312,2.1795814187396,2.95710470416759,-1.12380695171081,4.0333168251925,-25.1552690437064,2.07939663100799,2196.9892
25,2.22752527105169,2.17993846136651,2.95753001140645,-1.12314812544941,4.03539840177699,-25.1552473380998,2.07856029320306,2196.989
1,2.21156569460688,2.11625551480255,2.92852352386054,-1.20497330465952,3.9902390341261,-25.1564682965436,2.22990049292744,2309.4199
2,2.23507319290898,1.77322146374142,3.38997549845819,-0.408197773764123,3.8843793163327,-25.16450366447,2.07918546761993,2523.3695
3,2.2154998451974,2.05884627468664,3.00575086362372,-1.07162713208522,3.97252264142804,-25.157813073732,2.20467723870475,2300.3216
4,2.22284948050724,2.09205380345422,2.97548686536828,-1.03566919743805,3.96710734127977,-25.158233022749,2.19480495726827,2285.9133
5,2.23058236889938,2.11861776564961,2.96485872440236,-0.99407824898705,3.95959616508845,-25.1588270373304,2.18131759294905,2282.2632
6,2.2352816265714,2.1270854857144,2.9725619964049,-0.972957752162599,3.95469869826194,-25.1592221503556,2.17249256999824,2281.6545
7,2.25491764851789,2.16126309846218,3.0039318415346,-0.967846719775267,3.94374396730841,-25.1601874561017,2.14750016673177,2280.7686
8,2.27624971925078,2.15783382067049,3.00961578949411,-0.962696885055717,3.9393569641984,-25.160657365787,2.12948327456732,2280.4552
9,2.30399271677256,2.15430102790337,3.01216199974541,-0.966301449810411,3.93708486371135,-25.161023089535,2.10990030730481,2280.2349
10,2.33866893321677,2.15243204869908,3.01148435017081,-0.972716459242331,3.94169777372449,-25.1609673149729,2.09329788981499,2280.0436
11,2.37477770661884,2.14957990472357,3.0145415352279,-0.981126983032871,3.95841956908625,-25.1601206192784,2.08784350831936,2279.9367
12,2.41412505719496,2.15512244940238,3.01291942306038,-0.975090670928828,3.97819873851581,-25.1591488558549,2.0817308384567,2279.8902
13,2.40087889676978,2.15358926419869,3.01482832316391,-0.976348401186157,3.97610062133995,-25.1591922623901,2.08780711231861,2279.8399
14,2.39798399400762,2.15397415349847,3.01569774440997,-0.975064780174483,3.97779279566994,-25.1590820861261,2.09058894163667,2279.8334
15,2.39907829458796,2.15469078533758,3.01669577876785,-0.973263811975138,3.98060962973795,-25.1589689682859,2.09075726890772,2279.8298
16,2.39835439656811,2.1558217845756,3.01767023782383,-0.972797768344539,3.98392545099402,-25.1589203664091,2.08935677722549,2279.8261
17,2.40027996196287,2.1567595674685,3.0192963023035,-0.970940149142407,3.99682010102565,-25.1588144746084,2.08015955120233,2279.8164
18,2.3847270083164,2.15790171031754,3.01799654808476,-0.971990538646395,4.01376190743637,-25.1589147634688,2.07270588473476,2279.8126
19,2.38657420327176,2.15597302156357,3.01890039026603,-0.973462302704838,4.01486296669084,-25.1591072457282,2.06715233273667,2279.8065
20,2.38928942589442,2.15561963711319,3.01776617696382,-0.973226306323877,4.01153751758703,-25.1591290239071,2.06829458386304,2279.8036
21,2.38866078202076,2.15538207197675,3.01738203613266,-0.973414071372499,4.01216469686015,-25.1591865566205,2.06746901850125,2279.8034
