"trial","execution_state","converged","parameter","estimate"
256,"completed",TRUE,"(etaLcl,etaLvc)",0.0827570973732358
257,"completed",TRUE,"(etaLcl,etaLvc)",0.0855427189188609
258,"completed",TRUE,"(etaLcl,etaLvc)",0.070059660683481
259,"completed",TRUE,"(etaLcl,etaLvc)",0.0758860850266139
260,"completed",TRUE,"(etaLcl,etaLvc)",0.0578323665253155
256,"completed",TRUE,"CcPropSd",0.325554240032208
257,"completed",TRUE,"CcPropSd",0.378091028316982
258,"completed",TRUE,"CcPropSd",0.354860658046571
259,"completed",TRUE,"CcPropSd",0.375303409802979
260,"completed",TRUE,"CcPropSd",0.33166215036581
256,"completed",TRUE,"etaLcl",0.131609286642165
257,"completed",TRUE,"etaLcl",0.137556238071668
258,"completed",TRUE,"etaLcl",0.103835334888941
259,"completed",TRUE,"etaLcl",0.126550940348405
260,"completed",TRUE,"etaLcl",0.0920458394220643
256,"completed",TRUE,"etaLvc",0.0535734350070334
257,"completed",TRUE,"etaLvc",0.0547323327864919
258,"completed",TRUE,"etaLvc",0.0488024626160448
259,"completed",TRUE,"etaLvc",0.0470334025206722
260,"completed",TRUE,"etaLvc",0.0378531974965345
256,"completed",TRUE,"lcl",2.17993846136651
257,"completed",TRUE,"lcl",2.15538207197675
258,"completed",TRUE,"lcl",2.15391004188256
259,"completed",TRUE,"lcl",2.18045914720612
260,"completed",TRUE,"lcl",2.15268213583032
256,"completed",TRUE,"lka",2.22752527105169
257,"completed",TRUE,"lka",2.38866078202076
258,"completed",TRUE,"lka",2.25995660683192
259,"completed",TRUE,"lka",2.46434877968585
260,"completed",TRUE,"lka",2.02974250587453
256,"completed",TRUE,"lvc",2.95753001140645
257,"completed",TRUE,"lvc",3.01738203613266
258,"completed",TRUE,"lvc",2.94964262613301
259,"completed",TRUE,"lvc",3.00378312784963
260,"completed",TRUE,"lvc",2.90995121779746
256,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.985569455751787
257,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.985872892389182
258,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.984180094332457
259,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.983617531682718
260,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.979755245940192
