parameter,n_converged,median,ci_lower,ci_upper
KA,1,8.67425401723852,8.67425401723852,8.67425401723852
CL,1,8.52251616875275,8.52251616875275,8.52251616875275
V,1,19.180380854689,19.180380854689,19.180380854689
omega2_cl,1,0.0934162346106915,0.0934162346106915,0.0934162346106915
omega_cl_v,1,0.0453628458819064,0.0453628458819064,0.0453628458819064
omega2_v,1,0.0235087775342374,0.0235087775342374,0.0235087775342374
rho_cl_v,1,0.967997176530587,0.967997176530587,0.967997176530587
sigma2_prop,1,0.144398463326791,0.144398463326791,0.144398463326791
