"trial","execution_state","converged","parameter","estimate"
141,"completed",TRUE,"(etaLcl,etaLvc)",0.058968349100464
142,"completed",TRUE,"(etaLcl,etaLvc)",0.0703733589123116
143,"completed",TRUE,"(etaLcl,etaLvc)",0.0744103475797461
144,"completed",TRUE,"(etaLcl,etaLvc)",0.0513380734660035
145,"completed",TRUE,"(etaLcl,etaLvc)",0.0629184080085798
141,"completed",TRUE,"CcPropSd",0.349157372495172
142,"completed",TRUE,"CcPropSd",0.372992407055522
143,"completed",TRUE,"CcPropSd",0.364218318914314
144,"completed",TRUE,"CcPropSd",0.348817014789782
145,"completed",TRUE,"CcPropSd",0.400304443239943
141,"completed",TRUE,"etaLcl",0.0965527355440837
142,"completed",TRUE,"etaLcl",0.121878765812451
143,"completed",TRUE,"etaLcl",0.115033935804725
144,"completed",TRUE,"etaLcl",0.0839014819874306
145,"completed",TRUE,"etaLcl",0.0924169244162513
141,"completed",TRUE,"etaLvc",0.0375305242200861
142,"completed",TRUE,"etaLvc",0.0421556649360506
143,"completed",TRUE,"etaLvc",0.0496647212857921
144,"completed",TRUE,"etaLvc",0.0329205372012531
145,"completed",TRUE,"etaLvc",0.0443627556256847
141,"completed",TRUE,"lcl",2.18800489080232
142,"completed",TRUE,"lcl",2.18905870975503
143,"completed",TRUE,"lcl",2.18901201174459
144,"completed",TRUE,"lcl",2.11966997896929
145,"completed",TRUE,"lcl",2.17253362477425
141,"completed",TRUE,"lka",2.0934850675794
142,"completed",TRUE,"lka",2.27758478204535
143,"completed",TRUE,"lka",2.16177054398644
144,"completed",TRUE,"lka",2.50177442698854
145,"completed",TRUE,"lka",2.11306337910827
141,"completed",TRUE,"lvc",2.93670264836186
142,"completed",TRUE,"lvc",2.94617990988249
143,"completed",TRUE,"lvc",2.97695608915787
144,"completed",TRUE,"lvc",2.92824891257838
145,"completed",TRUE,"lvc",2.95803056106549
141,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.979590044084788
142,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.981784755738002
143,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.984456072754824
144,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.976835185319164
145,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.98263609345499
