"trial","execution_state","converged","parameter","estimate"
266,"completed",TRUE,"(etaLcl,etaLvc)",0.0654778550367274
267,"completed",TRUE,"(etaLcl,etaLvc)",0.0480938261571776
268,"completed",TRUE,"(etaLcl,etaLvc)",0.0627374958318365
269,"completed",TRUE,"(etaLcl,etaLvc)",0.0772909913760519
270,"completed",TRUE,"(etaLcl,etaLvc)",0.0711314591731867
266,"completed",TRUE,"CcPropSd",0.320079880558408
267,"completed",TRUE,"CcPropSd",0.353212446397413
268,"completed",TRUE,"CcPropSd",0.354975650185885
269,"completed",TRUE,"CcPropSd",0.355740532840071
270,"completed",TRUE,"CcPropSd",0.338859230659619
266,"completed",TRUE,"etaLcl",0.122592336143307
267,"completed",TRUE,"etaLcl",0.087313136912392
268,"completed",TRUE,"etaLcl",0.0924603598298103
269,"completed",TRUE,"etaLcl",0.130266978998239
270,"completed",TRUE,"etaLcl",0.126268885895148
266,"completed",TRUE,"etaLvc",0.0364847605343903
267,"completed",TRUE,"etaLvc",0.0279850794471334
268,"completed",TRUE,"etaLvc",0.0440967598475145
269,"completed",TRUE,"etaLvc",0.0473874197956519
270,"completed",TRUE,"etaLvc",0.0415914187178063
266,"completed",TRUE,"lcl",2.10115805977908
267,"completed",TRUE,"lcl",2.21130314290474
268,"completed",TRUE,"lcl",2.22311349255594
269,"completed",TRUE,"lcl",2.170313640542
270,"completed",TRUE,"lcl",2.21020348047621
266,"completed",TRUE,"lka",2.61882680673474
267,"completed",TRUE,"lka",2.2894240700206
268,"completed",TRUE,"lka",2.34343195962689
269,"completed",TRUE,"lka",2.19445120564382
270,"completed",TRUE,"lka",2.59698190901066
266,"completed",TRUE,"lvc",2.92345823428334
267,"completed",TRUE,"lvc",2.96484373303517
268,"completed",TRUE,"lvc",3.07002212264781
269,"completed",TRUE,"lvc",2.92616862928445
270,"completed",TRUE,"lvc",2.99425948852714
266,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.979054873259307
267,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.972940454134425
268,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982530522017243
269,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.983739649300037
270,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.981548302062775
