"trial","execution_state","converged","parameter","estimate"
481,"completed",TRUE,"(etaLcl,etaLvc)",0.0706687949967026
482,"completed",TRUE,"(etaLcl,etaLvc)",0.0558012470121928
483,"completed",TRUE,"(etaLcl,etaLvc)",0.0643593272681645
484,"completed",TRUE,"(etaLcl,etaLvc)",0.0600596022853382
485,"completed",TRUE,"(etaLcl,etaLvc)",0.0668914870623731
481,"completed",TRUE,"CcPropSd",0.387755991213605
482,"completed",TRUE,"CcPropSd",0.349398988501646
483,"completed",TRUE,"CcPropSd",0.31826097634268
484,"completed",TRUE,"CcPropSd",0.356581140406923
485,"completed",TRUE,"CcPropSd",0.359592205440438
481,"completed",TRUE,"etaLcl",0.115271033169409
482,"completed",TRUE,"etaLcl",0.116873519758407
483,"completed",TRUE,"etaLcl",0.123781145250547
484,"completed",TRUE,"etaLcl",0.0977237718157775
485,"completed",TRUE,"etaLcl",0.116967493956398
481,"completed",TRUE,"etaLvc",0.0448508648026883
482,"completed",TRUE,"etaLvc",0.0281349458046183
483,"completed",TRUE,"etaLvc",0.0349723655845538
484,"completed",TRUE,"etaLvc",0.038429688064587
485,"completed",TRUE,"etaLvc",0.0397724962208487
481,"completed",TRUE,"lcl",2.23712721237937
482,"completed",TRUE,"lcl",2.18176896906457
483,"completed",TRUE,"lcl",2.15811934531515
484,"completed",TRUE,"lcl",2.16082655033147
485,"completed",TRUE,"lcl",2.20977978940723
481,"completed",TRUE,"lka",2.15892258390242
482,"completed",TRUE,"lka",2.18240097062147
483,"completed",TRUE,"lka",2.18290922145963
484,"completed",TRUE,"lka",2.16313995220495
485,"completed",TRUE,"lka",2.33023038336263
481,"completed",TRUE,"lvc",3.00962222901336
482,"completed",TRUE,"lvc",2.93784047272228
483,"completed",TRUE,"lvc",2.92354140426764
484,"completed",TRUE,"lvc",2.96927440673271
485,"completed",TRUE,"lvc",2.95733918084312
481,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982838549850478
482,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.973111939708444
483,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.97818667560793
484,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.980051531901811
485,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.980724068346887
