"trial","execution_state","converged","parameter","estimate"
16,"completed",TRUE,"(etaLcl,etaLvc)",0.0395320234803579
17,"completed",TRUE,"(etaLcl,etaLvc)",0.075770033660585
18,"completed",TRUE,"(etaLcl,etaLvc)",0.0593901255897028
19,"completed",TRUE,"(etaLcl,etaLvc)",0.0428229611448775
20,"completed",TRUE,"(etaLcl,etaLvc)",0.0624654961376306
16,"completed",TRUE,"CcPropSd",0.352175724740169
17,"completed",TRUE,"CcPropSd",0.355202299608291
18,"completed",TRUE,"CcPropSd",0.373132540547343
19,"completed",TRUE,"CcPropSd",0.353324972535181
20,"completed",TRUE,"CcPropSd",0.3573952930028
16,"completed",TRUE,"etaLcl",0.0749461354601287
17,"completed",TRUE,"etaLcl",0.139281653101659
18,"completed",TRUE,"etaLcl",0.0823377788851464
19,"completed",TRUE,"etaLcl",0.0770885512154241
20,"completed",TRUE,"etaLcl",0.0915250102396883
16,"completed",TRUE,"etaLvc",0.0223261001043578
17,"completed",TRUE,"etaLvc",0.0427411610235913
18,"completed",TRUE,"etaLvc",0.0443671230094128
19,"completed",TRUE,"etaLvc",0.0252746444104589
20,"completed",TRUE,"etaLvc",0.0441592663169132
16,"completed",TRUE,"lcl",2.13404019478713
17,"completed",TRUE,"lcl",2.14716121048517
18,"completed",TRUE,"lcl",2.26367715659992
19,"completed",TRUE,"lcl",2.14838068673769
20,"completed",TRUE,"lcl",2.13940582688043
16,"completed",TRUE,"lka",2.34303094167009
17,"completed",TRUE,"lka",2.19382141807514
18,"completed",TRUE,"lka",2.12206754700713
19,"completed",TRUE,"lka",2.28700377221847
20,"completed",TRUE,"lka",2.4103628654829
16,"completed",TRUE,"lvc",2.96051308399907
17,"completed",TRUE,"lvc",2.91284095068703
18,"completed",TRUE,"lvc",2.98111254681642
19,"completed",TRUE,"lvc",2.93163680703724
20,"completed",TRUE,"lvc",2.96188554851777
16,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.966424628322576
17,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982035904056162
18,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982616462823321
19,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.970150754698276
20,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982560669757912
