parameter,n_converged,median,ci_lower,ci_upper
KA,1,10.9898256621404,10.9898256621404,10.9898256621404
CL,1,9.48924048728993,9.48924048728993,9.48924048728993
V,1,19.9391281619157,19.9391281619157,19.9391281619157
omega2_cl,1,0.128055587187856,0.128055587187856,0.128055587187856
omega_cl_v,1,0.0580983592776225,0.0580983592776225,0.0580983592776225
omega2_v,1,0.0278543182748254,0.0278543182748254,0.0278543182748254
rho_cl_v,1,0.97278829220038,0.97278829220038,0.97278829220038
sigma2_prop,1,0.109005468253976,0.109005468253976,0.109005468253976
