"timestamp","phase","round_id","client","endpoint","url","attempt","ok","status","request_bytes","response_bytes","elapsed_sec","request_start_ts_utc","request_end_ts_utc","request_start_epoch_sec","request_end_epoch_sec","curl_namelookup_sec","curl_connect_sec","curl_pretransfer_sec","curl_starttransfer_sec","curl_total_sec","curl_ttfb_sec","curl_response_transfer_sec","client_compute_sec","net_overhead_sec"
"2026-05-22T05:36:39.631Z","init",1,"http://client1:8000","init","http://client1:8000/init",1,TRUE,200,2713,387,0.364050149917603,"2026-05-22T05:36:39.206002Z","2026-05-22T05:36:39.570052Z",1779428199.206,1779428199.57005,0.000574,0.000688,0.000714,0.350079,0.350113,0.349365,3.4000000000034e-05,NA,NA
"2026-05-22T05:36:39.631Z","init",1,"http://client2:8000","init","http://client2:8000/init",1,TRUE,200,2713,387,0.363785982131958,"2026-05-22T05:36:39.206948Z","2026-05-22T05:36:39.570734Z",1779428199.20695,1779428199.57073,0.000678,0.000759,0.000796,0.350081,0.350124,0.349285,4.30000000000152e-05,NA,NA
"2026-05-22T05:36:39.631Z","init",1,"http://client3:8000","init","http://client3:8000/init",1,TRUE,200,2713,387,0.362836599349976,"2026-05-22T05:36:39.207459Z","2026-05-22T05:36:39.570296Z",1779428199.20746,1779428199.5703,0.000603,0.000685,0.000722,0.349963,0.350004,0.349241,4.09999999999577e-05,NA,NA
"2026-05-22T05:36:45.409Z","run_bootstrap",1,"http://client1:8000","run","http://client1:8000/run",1,TRUE,200,1108,256,5.55571913719177,"2026-05-22T05:36:39.849084Z","2026-05-22T05:36:45.404803Z",1779428199.84908,1779428205.4048,0.000671,0.000775,0.000808,5.542354,5.542397,5.541546,4.30000000006814e-05,5.4871,0.0686191371917726
"2026-05-22T05:36:45.409Z","run_bootstrap",1,"http://client2:8000","run","http://client2:8000/run",1,TRUE,200,1108,252,5.48420906066895,"2026-05-22T05:36:39.850106Z","2026-05-22T05:36:45.334315Z",1779428199.85011,1779428205.33432,0.000435,0.000506,0.000535,5.470849,5.470892,5.470314,4.29999999997932e-05,5.4155,0.0687090606689456
"2026-05-22T05:36:45.409Z","run_bootstrap",1,"http://client3:8000","run","http://client3:8000/run",1,TRUE,200,1108,255,5.48999857902527,"2026-05-22T05:36:39.850563Z","2026-05-22T05:36:45.340562Z",1779428199.85056,1779428205.34056,0.000782,0.000896,0.000931,5.472494,5.472534,5.471563,3.99999999993739e-05,5.4168,0.0731985790252683
"2026-05-22T05:36:49.230Z","run_bootstrap",2,"http://client1:8000","run","http://client1:8000/run",1,TRUE,200,1108,256,3.76254224777222,"2026-05-22T05:36:45.463024Z","2026-05-22T05:36:49.225566Z",1779428205.46302,1779428209.22557,0.000631,0.00074,0.000774,3.748206,3.748268,3.747432,6.19999999997844e-05,3.6379,0.124642247772217
"2026-05-22T05:36:49.230Z","run_bootstrap",2,"http://client2:8000","run","http://client2:8000/run",1,TRUE,200,1108,251,3.58862924575806,"2026-05-22T05:36:45.465322Z","2026-05-22T05:36:49.053951Z",1779428205.46532,1779428209.05395,0.00078,0.000894,0.000929,3.57052,3.570564,3.569591,4.3999999999933e-05,3.459,0.129629245758057
"2026-05-22T05:36:49.230Z","run_bootstrap",2,"http://client3:8000","run","http://client3:8000/run",1,TRUE,200,1108,255,3.48519158363342,"2026-05-22T05:36:45.465841Z","2026-05-22T05:36:48.951032Z",1779428205.46584,1779428208.95103,0.000533,0.000643,0.000683,3.466035,3.46608,3.465352,4.49999999996287e-05,3.3555,0.129691583633423
"2026-05-22T05:36:52.755Z","run_bootstrap",3,"http://client1:8000","run","http://client1:8000/run",1,TRUE,200,1109,256,3.5048143863678,"2026-05-22T05:36:49.246594Z","2026-05-22T05:36:52.751408Z",1779428209.24659,1779428212.75141,0.000632,0.000734,0.000772,3.490848,3.490894,3.490076,4.59999999997684e-05,3.4836,0.0212143863677978
