"iter","lka","lcl","lvc","CcPropSd","pchol__omega_cl_v__etaLcl__etaLcl","pchol__omega_cl_v__etaLcl__etaLvc","pchol__omega_cl_v__etaLvc__etaLvc","objf"
1,2.21156569460688,2.11625551480255,2.92852352386054,-1.20497330465952,3.9902390341261,-25.1564682965436,2.22990049292744,2240.6189
2,2.24974560081136,2.0512004077739,3.34580351781445,-0.319571079499411,3.84706498871259,-25.1670748977841,2.10484399821758,2418.1107
3,2.21772434447141,2.10576173244638,2.99583331148734,-1.06215256893451,3.967144194378,-25.1581792054951,2.20972812372154,2232.0362
4,2.22644626085942,2.15038555215907,2.97493277678264,-1.00547460866404,3.95871911197226,-25.1588129516933,2.20134646195831,2226.1796
5,2.22683371620556,2.15063361836641,2.97849111733827,-1.01955423369197,3.95976903877736,-25.1587426317279,2.2028255994517,2225.8872
6,2.23203028396964,2.16060070962107,2.98821641752048,-1.02916448017561,3.95782438983814,-25.1589142412968,2.20255343375228,2225.6085
7,2.24324025087668,2.16956733481697,2.99693517178726,-1.02774984238635,3.9525663201497,-25.1593493160802,2.2001952953067,2225.4642
8,2.26583320941436,2.17430998578247,3.00287555190932,-1.02753472306775,3.94339330687274,-25.1601220233764,2.19690675852286,2225.3167
9,2.31143941410297,2.17469919298596,3.00398053264594,-1.03391323951765,3.92605778016238,-25.161656753392,2.19571584532234,2225.149
10,2.35739525273925,2.1606678108584,3.01724725480227,-1.02069949029868,3.90461357336651,-25.1635886837719,2.19679050363069,2225.8025
11,2.31764448406658,2.17280464138226,3.00577183798626,-1.03212908671317,3.92316233080423,-25.1619176073668,2.19586094832096,2225.1319
12,2.32643731218122,2.17091982204603,3.00359068714186,-1.03127770569615,3.91964224753138,-25.1622427364889,2.19647443286237,2225.1111
13,2.32820406180693,2.17021805863109,3.00271158211984,-1.02996774278496,3.91854396391179,-25.1623651132267,2.19788262323913,2225.1069
14,2.32919325252663,2.16995714014907,3.00237415834693,-1.02923108162677,3.91749053957573,-25.1624979046942,2.20002690710571,2225.104
15,2.33141572963267,2.16988023578114,3.00220584342015,-1.02820371799226,3.91409961663732,-25.1629287352508,2.20666156382314,2225.0975
