parameter,n_converged,median,ci_lower,ci_upper
KA,1,10.0105432947653,10.0105432947653,10.0105432947653
CL,1,8.51822360541071,8.51822360541071,8.51822360541071
V,1,20.0116325818425,20.0116325818425,20.0116325818425
omega2_cl,1,0.105190224978182,0.105190224978182,0.105190224978182
omega_cl_v,1,0.0639012195615334,0.0639012195615334,0.0639012195615334
omega2_v,1,0.0403394659990933,0.0403394659990933,0.0403394659990933
rho_cl_v,1,0.980971482604046,0.980971482604046,0.980971482604046
sigma2_prop,1,0.135903760638025,0.135903760638025,0.135903760638025
