"trial","execution_state","converged","parameter","estimate"
101,"completed",TRUE,"(etaLcl,etaLvc)",0.0407308901488608
102,"completed",TRUE,"(etaLcl,etaLvc)",0.0692045943563389
103,"completed",TRUE,"(etaLcl,etaLvc)",0.0622893896711641
104,"completed",TRUE,"(etaLcl,etaLvc)",0.0751214406296958
105,"completed",TRUE,"(etaLcl,etaLvc)",0.0445807005366864
101,"completed",TRUE,"CcPropSd",0.39456609298944
102,"completed",TRUE,"CcPropSd",0.346343496329211
103,"completed",TRUE,"CcPropSd",0.38716330898186
104,"completed",TRUE,"CcPropSd",0.345664004046069
105,"completed",TRUE,"CcPropSd",0.341687697110783
101,"completed",TRUE,"etaLcl",0.0550146240735707
102,"completed",TRUE,"etaLcl",0.125822549472057
103,"completed",TRUE,"etaLcl",0.0923908084172168
104,"completed",TRUE,"etaLcl",0.134823069612922
105,"completed",TRUE,"etaLcl",0.0964843258599063
101,"completed",TRUE,"etaLvc",0.0316640223690483
102,"completed",TRUE,"etaLvc",0.0395813507549733
103,"completed",TRUE,"etaLvc",0.04352129240528
104,"completed",TRUE,"etaLvc",0.0433793964288922
105,"completed",TRUE,"etaLvc",0.0220695118100368
101,"completed",TRUE,"lcl",2.19598143223714
102,"completed",TRUE,"lcl",2.18297182383088
103,"completed",TRUE,"lcl",2.16215372958913
104,"completed",TRUE,"lcl",2.18723539019913
105,"completed",TRUE,"lcl",2.14356772392966
101,"completed",TRUE,"lka",2.1701403648965
102,"completed",TRUE,"lka",2.49433899193999
103,"completed",TRUE,"lka",2.28062901032606
104,"completed",TRUE,"lka",2.22329352817598
105,"completed",TRUE,"lka",2.37817514570893
101,"completed",TRUE,"lvc",2.96318410278264
102,"completed",TRUE,"lvc",2.96490692846934
103,"completed",TRUE,"lvc",2.97661993881187
104,"completed",TRUE,"lvc",2.97566588732948
105,"completed",TRUE,"lvc",2.95343729447914
101,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.975892060503261
102,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.980641755642994
103,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982310531323004
104,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982290740068081
105,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.966100133368734
