"trial","execution_state","converged","parameter","estimate"
191,"completed",TRUE,"(etaLcl,etaLvc)",0.053594512564404
192,"completed",TRUE,"(etaLcl,etaLvc)",0.0521309668433267
193,"completed",TRUE,"(etaLcl,etaLvc)",0.0578918369397348
194,"completed",TRUE,"(etaLcl,etaLvc)",0.0761003380922732
195,"completed",TRUE,"(etaLcl,etaLvc)",0.0351680486259423
191,"completed",TRUE,"CcPropSd",0.35189203723426
192,"completed",TRUE,"CcPropSd",0.346922928316
193,"completed",TRUE,"CcPropSd",0.371599564768451
194,"completed",TRUE,"CcPropSd",0.370752469314405
195,"completed",TRUE,"CcPropSd",0.358871692104507
191,"completed",TRUE,"etaLcl",0.102760175310911
192,"completed",TRUE,"etaLcl",0.0907333892365981
193,"completed",TRUE,"etaLcl",0.111064062545069
194,"completed",TRUE,"etaLcl",0.120288072501211
195,"completed",TRUE,"etaLcl",0.071360000204951
191,"completed",TRUE,"etaLvc",0.0294493341880399
192,"completed",TRUE,"etaLvc",0.0314558121604884
193,"completed",TRUE,"etaLvc",0.0316785962983006
194,"completed",TRUE,"etaLvc",0.0496766072067034
195,"completed",TRUE,"etaLvc",0.0187868067747587
191,"completed",TRUE,"lcl",2.16580183837357
192,"completed",TRUE,"lcl",2.20143788162205
193,"completed",TRUE,"lcl",2.17498389215243
194,"completed",TRUE,"lcl",2.21373324750367
195,"completed",TRUE,"lcl",2.09391110382989
191,"completed",TRUE,"lka",2.37555665661961
192,"completed",TRUE,"lka",2.21322306344691
193,"completed",TRUE,"lka",2.1361784925938
194,"completed",TRUE,"lka",2.27504708159339
195,"completed",TRUE,"lka",2.10594083517597
191,"completed",TRUE,"lvc",2.97760445567687
192,"completed",TRUE,"lvc",2.96645305987303
193,"completed",TRUE,"lvc",2.93194837494561
194,"completed",TRUE,"lvc",3.00699545274932
195,"completed",TRUE,"lvc",2.92612460652324
191,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.974249444799223
192,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.975802129120804
193,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.975994988910716
194,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.984462867590633
195,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.960493357211415
