"trial","execution_state","converged","(etaLcl,etaLvc)","CcPropSd","etaLcl","etaLvc","lcl","lka","lvc","rho_(etaLcl,etaLvc)"
31,"completed",TRUE,0.0747312685892075,0.37038887813316,0.127075671096275,0.0454747095049422,2.12250383577215,2.30447604309026,2.93842890015656,0.983073936051684
32,"completed",TRUE,0.078324249705708,0.334349279490092,0.129515199387911,0.0488969525832035,2.20379639358725,2.66364560002293,3.02453041903298,0.984226326214476
33,"completed",TRUE,0.0593757948468808,0.337638771403511,0.0928772238046845,0.0394785662996051,2.20732085542007,2.31852881334824,2.99001052081636,0.980559919643027
34,"completed",TRUE,0.0690915590342182,0.370310944438462,0.118794198199352,0.0417055821181762,2.14518691431194,2.3160133957072,2.89590077626091,0.981590357581266
35,"completed",TRUE,0.060287982759438,0.331331618612713,0.11338473860296,0.0335626598445305,2.16112505165567,2.23506434212214,2.92844670520376,0.977294073854196
