"trial","execution_state","converged","parameter","estimate"
261,"completed",TRUE,"(etaLcl,etaLvc)",0.0546475369132566
262,"completed",TRUE,"(etaLcl,etaLvc)",0.044808604984293
263,"completed",TRUE,"(etaLcl,etaLvc)",0.0698386080376256
264,"completed",TRUE,"(etaLcl,etaLvc)",0.0562725523521515
265,"completed",TRUE,"(etaLcl,etaLvc)",0.0697389973683128
261,"completed",TRUE,"CcPropSd",0.343431548883457
262,"completed",TRUE,"CcPropSd",0.360379501626116
263,"completed",TRUE,"CcPropSd",0.361723244690312
264,"completed",TRUE,"CcPropSd",0.333250219262604
265,"completed",TRUE,"CcPropSd",0.405593078450207
261,"completed",TRUE,"etaLcl",0.0860445785759054
262,"completed",TRUE,"etaLcl",0.0858994412670239
263,"completed",TRUE,"etaLcl",0.113529221392538
264,"completed",TRUE,"etaLcl",0.0959323974847186
265,"completed",TRUE,"etaLcl",0.103550464098141
261,"completed",TRUE,"etaLvc",0.0362217372307335
262,"completed",TRUE,"etaLvc",0.0248573558756913
263,"completed",TRUE,"etaLvc",0.0444878530874692
264,"completed",TRUE,"etaLvc",0.0345190892956188
265,"completed",TRUE,"etaLvc",0.0484990695089254
261,"completed",TRUE,"lcl",2.13550011236306
262,"completed",TRUE,"lcl",2.17670070961227
263,"completed",TRUE,"lcl",2.20599772768775
264,"completed",TRUE,"lcl",2.19694166065365
265,"completed",TRUE,"lcl",2.27763018172606
261,"completed",TRUE,"lka",2.00825349927057
262,"completed",TRUE,"lka",2.40753381670216
263,"completed",TRUE,"lka",2.55570139152656
264,"completed",TRUE,"lka",2.3505123074653
265,"completed",TRUE,"lka",2.11110283285444
261,"completed",TRUE,"lvc",2.90450786235847
262,"completed",TRUE,"lvc",2.97536661873322
263,"completed",TRUE,"lvc",3.03776584756613
264,"completed",TRUE,"lvc",2.98737694330861
265,"completed",TRUE,"lvc",2.96496186733698
261,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.978868151095755
262,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.969703110820284
263,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982700147333939
264,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.977877154435784
265,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.984085813780089
