parameter,n_converged,median,ci_lower,ci_upper
KA,1,8.97788890910238,8.97788890910238,8.97788890910238
CL,1,8.73615887127259,8.73615887127259,8.73615887127259
V,1,18.8670117510104,18.8670117510104,18.8670117510104
omega2_cl,1,0.106560638571679,0.106560638571679,0.106560638571679
omega_cl_v,1,0.064922939164779,0.064922939164779,0.064922939164779
omega2_v,1,0.0410764543495234,0.0410764543495234,0.0410764543495234
rho_cl_v,1,0.981303371861308,0.981303371861308,0.981303371861308
sigma2_prop,1,0.135204645115029,0.135204645115029,0.135204645115029
