"iter","lka","lcl","lvc","CcPropSd","pchol__omega_cl_v__etaLcl__etaLcl","pchol__omega_cl_v__etaLcl__etaLvc","pchol__omega_cl_v__etaLvc__etaLvc","objf"
1,2.21156569460688,2.11625551480255,2.92852352386054,-1.20497330465952,1.90749368460615,-1.2692554035392,1.84661086787454,2252.0199
2,2.0702630777344,3.0285936936419,2.97335876466681,-0.884661650245517,1.9151987412092,-1.37583893089443,2.02449691826848,2982.5156
3,2.2017943211294,2.17934562084958,2.93162397516546,-1.18282307932226,1.90802650549369,-1.27662587887353,1.85891206280855,2247.9283
4,2.19162458395633,2.18735166514566,2.95507537759161,-1.16252286438535,1.91130514924655,-1.28372091500533,1.87054041545739,2246.1297
5,2.16824446215272,2.19525542686624,2.97811031768163,-1.11632123464536,1.92173744395969,-1.3053093516069,1.90322731079711,2244.4187
6,2.14989683983558,2.19496867414579,2.97623204024937,-1.09261210031157,1.9347639262689,-1.32847597390067,1.9350966586957,2243.5986
7,2.09992118896269,2.19436218636243,2.96984396490568,-1.07851917057875,1.97859228215837,-1.40893991684108,2.03662828522379,2241.9896
8,2.07653861815743,2.17046773550769,2.9162013921793,-1.05155682878392,2.00007757474621,-1.53304323629177,2.13028482065276,2241.774
9,2.07546508837512,2.17849921600369,2.93744757968002,-1.07526961889702,2.00417326108886,-1.52134162665024,2.1263838120218,2240.8829
10,2.07642800620215,2.17997454828827,2.93873696853534,-1.08347083045142,2.00609848413743,-1.54331775037855,2.13726427916456,2240.6998
11,2.08749869765209,2.1715502107307,2.94129980864064,-1.0991537216524,2.00691766629411,-1.64622202598095,2.17542981841872,2240.2585
12,2.11060445050788,2.1781797884561,2.93895610453113,-1.1116755472111,2.00112249038201,-1.77389506502603,2.20753015979166,2239.6866
13,2.14115760538614,2.17784624460166,2.93868145996298,-1.10848018695222,1.99249874339064,-1.94167272866042,2.2401030688944,2238.9079
14,2.2227530247833,2.19042502128607,2.962097848332,-1.07063680712981,1.99917375672311,-2.52681334086263,2.32930200986992,2236.4984
15,2.33664835463445,2.16592696645508,2.92782440558873,-1.02678472142836,2.07747533330622,-3.66720122927374,2.47280048494402,2235.6328
16,2.32989703794544,2.17884102872465,2.95960522803946,-1.03123371928804,2.08082126165996,-3.69024109222302,2.4646371436993,2234.1001
17,2.30320489834726,2.18305055005815,2.9653332019151,-1.0392638675821,2.0984168513658,-3.65576778145726,2.43784754470101,2233.4926
18,2.24436925625881,2.18394212649741,2.96913316307497,-1.05208722597654,2.15739848086518,-3.81588873655281,2.38269711040916,2232.1913
19,2.17584668717599,2.20794920206205,2.9712059630461,-1.0663430831484,2.22443788063051,-4.27938124614622,2.31214894105038,2230.8753
20,2.14174600655423,2.19632730302295,2.97003806638788,-1.0640724585379,2.31642059155609,-5.22292002304094,2.28268057059414,2228.4557
21,2.12905356743059,2.18484036974303,2.96409414044235,-1.0460407575204,2.47964563569001,-7.55781858104307,2.26013655303219,2224.4366
22,2.18558397524055,2.16955294838169,2.94409896608286,-1.05797028281023,2.62336760465823,-9.70385634676786,2.257567556662,2222.7701
23,2.20014271265546,2.17258610120587,2.96479154208605,-1.05994623900964,2.72671816658235,-11.2857538230743,2.23842301226741,2222.4895
24,2.20921448943671,2.17026674807292,2.95619173417576,-1.05643392870115,2.7176069242348,-11.1349291164562,2.24972783856963,2222.2771
25,2.21264983037964,2.17147123650782,2.95520976442749,-1.05419019438532,2.73305103303372,-11.3045987031606,2.25084506977774,2222.2197
26,2.22238817316307,2.17573758013337,2.95585710801817,-1.04740044629787,2.78980618693708,-11.9271648912407,2.25209451957037,2222.0941
27,2.23480618730907,2.17872268580611,2.95834658964978,-1.0399075251527,2.86414836362027,-12.7233859655991,2.25405620122739,2221.9594
28,2.26209019835006,2.18040432725829,2.96368333648235,-1.02668406929163,3.02335554616158,-14.2947936404621,2.26603140973872,2221.6958
