"iter","eval_type","client","objf","grad_lka","grad_lcl","grad_lvc","grad_CcPropSd","grad_pchol__omega_cl_v__etaLcl__etaLcl","grad_pchol__omega_cl_v__etaLcl__etaLvc","grad_pchol__omega_cl_v__etaLvc__etaLvc"
18,"gr","http://client1:8000",904.5889,7.0243,-64.403,50.9571,14.115,6.9509,2.5841,11.3005
18,"gr","http://client2:8000",694.113,-1.4232,71.5539,-27.8103,-23.6497,1.9077,1.1254,4.2254
18,"gr","http://client3:8000",633.4894,-0.7876,-17.9266,7.1433,4.6757,5.5144,0.4315,-0.0671
19,"fn","http://client1:8000",901.3161,1.5369,-47.7508,55.1135,11.3431,7.7669,2.5195,13.0004
19,"fn","http://client2:8000",695.9642,-1.2102,98.1628,-44.0353,-27.946,7.9874,1.3592,4.8675
19,"fn","http://client3:8000",633.595,-0.4773,3.5911,-7.1009,0.8012,9.1224,0.5323,-0.3428
19,"gr","http://client1:8000",901.3161,1.5369,-47.7508,55.1135,11.3431,7.7669,2.5195,13.0004
19,"gr","http://client2:8000",695.9642,-1.2102,98.1628,-44.0353,-27.946,7.9874,1.3592,4.8675
19,"gr","http://client3:8000",633.595,-0.4773,3.5911,-7.1009,0.8012,9.1224,0.5323,-0.3428
20,"fn","http://client1:8000",900.1331,-4.0847,-65.0036,69.6427,11.8825,7.2871,2.0149,13.5527
20,"fn","http://client2:8000",694.2837,-1.4441,91.6771,-44.7506,-25.9418,8.0249,1.2095,4.601
20,"fn","http://client3:8000",634.0389,-0.8785,-6.574,-3.8624,0.0661,11.393,0.7015,-0.7154
20,"gr","http://client1:8000",900.1331,-4.0847,-65.0036,69.6427,11.8825,7.2871,2.0149,13.5527
20,"gr","http://client2:8000",694.2837,-1.4441,91.6771,-44.7506,-25.9418,8.0249,1.2095,4.601
20,"gr","http://client3:8000",634.0389,-0.8785,-6.574,-3.8624,0.0661,11.393,0.7015,-0.7154
21,"fn","http://client1:8000",898.1469,-8.4738,-76.0162,76.9924,17.7708,1.8767,0.7872,10.7528
21,"fn","http://client2:8000",692.0279,-1.0778,81.7878,-49.8523,-19.4283,3.0924,0.504,2.1232
21,"fn","http://client3:8000",634.2618,-1.0488,-7.7262,-9.0659,0.7532,7.6801,0.5557,-1.9275
21,"gr","http://client1:8000",898.1469,-8.4738,-76.0162,76.9924,17.7708,1.8767,0.7872,10.7528
21,"gr","http://client2:8000",692.0279,-1.0778,81.7878,-49.8523,-19.4283,3.0924,0.504,2.1232
21,"gr","http://client3:8000",634.2618,-1.0488,-7.7262,-9.0659,0.7532,7.6801,0.5557,-1.9275
22,"fn","http://client1:8000",896.4025,-0.0035,-69.7023,54.5213,20.2366,-0.5585,0.3124,7.6693
22,"fn","http://client2:8000",691.7943,0.484,82.1444,-65.654,-20.1454,-1.1684,-0.0203,-1.3114
22,"fn","http://client3:8000",634.5733,-1.0853,-2.0365,-19.8121,-2.6188,3.5825,0.2052,-3.7788
22,"gr","http://client1:8000",896.4025,-0.0035,-69.7023,54.5213,20.2366,-0.5585,0.3124,7.6693
22,"gr","http://client2:8000",691.7943,0.484,82.1444,-65.654,-20.1454,-1.1684,-0.0203,-1.3114
22,"gr","http://client3:8000",634.5733,-1.0853,-2.0365,-19.8121,-2.6188,3.5825,0.2052,-3.7788
23,"fn","http://client1:8000",896.9855,-5.1503,-76.7971,75.8862,16.868,-3.6191,-0.1303,5.191
23,"fn","http://client2:8000",690.9896,-0.8198,65.1949,-43.4844,-20.8065,-5.5466,-0.444,-3.2044
23,"fn","http://client3:8000",634.5144,-0.5576,-11.2469,-1.9577,-5.2962,-0.4112,-0.1276,-5.7524
23,"gr","http://client1:8000",896.9855,-5.1503,-76.7971,75.8862,16.868,-3.6191,-0.1303,5.191
23,"gr","http://client2:8000",690.9896,-0.8198,65.1949,-43.4844,-20.8065,-5.5466,-0.444,-3.2044
23,"gr","http://client3:8000",634.5144,-0.5576,-11.2469,-1.9577,-5.2962,-0.4112,-0.1276,-5.7524
24,"fn","http://client1:8000",896.6709,-1.5695,-72.2849,63.6426,19.4107,-2.9628,-0.0344,5.6464
24,"fn","http://client2:8000",691.1212,-0.1647,70.902,-52.7475,-19.6892,-4.5835,-0.3526,-2.9992
24,"fn","http://client3:8000",634.485,-0.7232,-7.5627,-8.9567,-3.8836,0.3349,-0.0599,-5.3074
24,"gr","http://client1:8000",896.6709,-1.5695,-72.2849,63.6426,19.4107,-2.9628,-0.0344,5.6464
24,"gr","http://client2:8000",691.1212,-0.1647,70.902,-52.7475,-19.6892,-4.5835,-0.3526,-2.9992
24,"gr","http://client3:8000",634.485,-0.7232,-7.5627,-8.9567,-3.8836,0.3349,-0.0599,-5.3074
25,"fn","http://client1:8000",896.5314,-0.758,-69.9832,60.4468,20.216,-3.0721,-0.0483,5.466
25,"fn","http://client2:8000",691.2029,0.0116,73.0558,-55.3231,-19.2331,-4.3503,-0.3343,-3.0656
25,"fn","http://client3:8000",634.4854,-0.7183,-5.5268,-11.0609,-3.5083,0.3355,-0.0576,-5.3618
25,"gr","http://client1:8000",896.5314,-0.758,-69.9832,60.4468,20.216,-3.0721,-0.0483,5.466
25,"gr","http://client2:8000",691.2029,0.0116,73.0558,-55.3231,-19.2331,-4.3503,-0.3343,-3.0656
25,"gr","http://client3:8000",634.4854,-0.7183,-5.5268,-11.0609,-3.5083,0.3355,-0.0576,-5.3618
26,"fn","http://client1:8000",896.2926,0.6171,-65.047,55.1247,21.9683,-3.3925,-0.0995,4.914
26,"fn","http://client2:8000",691.3214,0.3051,77.206,-59.292,-17.9871,-3.8101,-0.2931,-3.1919
26,"fn","http://client3:8000",634.4801,-0.6468,-1.2884,-14.2864,-2.6651,0.2704,-0.0541,-5.5234
26,"gr","http://client1:8000",896.2926,0.6171,-65.047,55.1247,21.9683,-3.3925,-0.0995,4.914
26,"gr","http://client2:8000",691.3214,0.3051,77.206,-59.292,-17.9871,-3.8101,-0.2931,-3.1919
26,"gr","http://client3:8000",634.4801,-0.6468,-1.2884,-14.2864,-2.6651,0.2704,-0.0541,-5.5234
27,"fn","http://client1:8000",896.2666,1.6043,-62.5245,52.4104,23.4854,-3.3963,-0.1245,4.5535
27,"fn","http://client2:8000",691.2275,0.4456,78.9523,-60.2911,-16.6039,-3.2857,-0.2513,-3.194
27,"fn","http://client3:8000",634.4653,-0.5689,0.518,-14.7957,-1.8569,0.3504,-0.0337,-5.5081
27,"gr","http://client1:8000",896.2666,1.6043,-62.5245,52.4104,23.4854,-3.3963,-0.1245,4.5535
27,"gr","http://client2:8000",691.2275,0.4456,78.9523,-60.2911,-16.6039,-3.2857,-0.2513,-3.194
27,"gr","http://client3:8000",634.4653,-0.5689,0.518,-14.7957,-1.8569,0.3504,-0.0337,-5.5081
28,"fn","http://client1:8000",896.5783,3.3224,-62.5707,50.3975,25.4834,-2.1883,-0.0497,5.0795
28,"fn","http://client2:8000",690.7135,0.5513,79.6782,-58.7668,-14.3465,-1.5054,-0.1,-2.2958
28,"fn","http://client3:8000",634.404,-0.4917,-0.2208,-12.3188,-0.6542,1.543,0.0938,-4.4714
28,"gr","http://client1:8000",896.5783,3.3224,-62.5707,50.3975,25.4834,-2.1883,-0.0497,5.0795
28,"gr","http://client2:8000",690.7135,0.5513,79.6782,-58.7668,-14.3465,-1.5054,-0.1,-2.2958
28,"gr","http://client3:8000",634.404,-0.4917,-0.2208,-12.3188,-0.6542,1.543,0.0938,-4.4714
29,"fn","http://client1:8000",895.3182,2.4694,-49.5385,54.5551,18.5736,-1.6421,-0.0652,5.0411
29,"fn","http://client2:8000",692.1373,0.7854,97.0927,-63.0787,-20.7148,2.4451,0.2154,0.4529
29,"fn","http://client3:8000",634.7003,0.1404,15.711,-15.2693,-7.8589,3.2449,0.2354,-3.5496
29,"gr","http://client1:8000",895.3182,2.4694,-49.5385,54.5551,18.5736,-1.6421,-0.0652,5.0411
29,"gr","http://client2:8000",692.1373,0.7854,97.0927,-63.0787,-20.7148,2.4451,0.2154,0.4529
29,"gr","http://client3:8000",634.7003,0.1404,15.711,-15.2693,-7.8589,3.2449,0.2354,-3.5496
30,"fn","http://client1:8000",896.1777,3.0395,-59.2242,51.6483,23.7021,-2.1165,-0.0653,4.9671
30,"fn","http://client2:8000",691.0226,0.604,84.0626,-59.7599,-15.9819,-0.5161,-0.0206,-1.7156
30,"fn","http://client3:8000",634.4295,-0.3216,3.8809,-12.9994,-2.5459,1.9167,0.1255,-4.3326
30,"gr","http://client1:8000",896.1777,3.0395,-59.2242,51.6483,23.7021,-2.1165,-0.0653,4.9671
30,"gr","http://client2:8000",691.0226,0.604,84.0626,-59.7599,-15.9819,-0.5161,-0.0206,-1.7156
30,"gr","http://client3:8000",634.4295,-0.3216,3.8809,-12.9994,-2.5459,1.9167,0.1255,-4.3326
31,"fn","http://client1:8000",896.565,2.7743,-64.5413,56.4722,22.9791,-1.3565,-0.0146,5.544
31,"fn","http://client2:8000",690.4665,0.3748,79.2871,-53.4738,-15.8139,-0.0346,0.0179,-1.2098
31,"fn","http://client3:8000",634.4293,-0.3085,-1.2932,-7.1993,-3.0577,2.4323,0.178,-3.6481
31,"gr","http://client1:8000",896.565,2.7743,-64.5413,56.4722,22.9791,-1.3565,-0.0146,5.544
31,"gr","http://client2:8000",690.4665,0.3748,79.2871,-53.4738,-15.8139,-0.0346,0.0179,-1.2098
31,"gr","http://client3:8000",634.4293,-0.3085,-1.2932,-7.1993,-3.0577,2.4323,0.178,-3.6481
32,"fn","http://client1:8000",896.7284,2.1522,-68.8075,60.8464,21.5336,-1.0062,0.0058,5.8039
32,"fn","http://client2:8000",690.1783,0.1875,75.5454,-49.2595,-16.5972,0.0034,0.0188,-1.0982
32,"fn","http://client3:8000",634.4873,-0.3144,-4.9935,-3.4603,-4.2278,2.6075,0.1952,-3.4017
32,"gr","http://client1:8000",896.7284,2.1522,-68.8075,60.8464,21.5336,-1.0062,0.0058,5.8039
32,"gr","http://client2:8000",690.1783,0.1875,75.5454,-49.2595,-16.5972,0.0034,0.0188,-1.0982
32,"gr","http://client3:8000",634.4873,-0.3144,-4.9935,-3.4603,-4.2278,2.6075,0.1952,-3.4017
33,"fn","http://client1:8000",896.7262,2.0669,-70.4886,61.8669,20.8479,-0.8331,0.0146,5.8529
33,"fn","http://client2:8000",690.0868,0.1623,74.4371,-48.6021,-17.1156,0.0457,0.0205,-1.1366
33,"fn","http://client3:8000",634.5466,-0.3369,-6.1708,-2.7462,-4.9458,2.7082,0.2041,-3.3324
33,"gr","http://client1:8000",896.7262,2.0669,-70.4886,61.8669,20.8479,-0.8331,0.0146,5.8529
33,"gr","http://client2:8000",690.0868,0.1623,74.4371,-48.6021,-17.1156,0.0457,0.0205,-1.1366
33,"gr","http://client3:8000",634.5466,-0.3369,-6.1708,-2.7462,-4.9458,2.7082,0.2041,-3.3324
34,"fn","http://client1:8000",896.5914,2.5639,-72.0772,60.5625,20.2655,-0.4789,0.0326,5.8473
34,"fn","http://client2:8000",690.0131,0.2873,74.5934,-50.7725,-17.7933,0.3468,0.0414,-1.2508
34,"fn","http://client3:8000",634.6922,-0.4177,-6.5268,-4.1649,-5.9848,3.0202,0.2297,-3.1881
34,"gr","http://client1:8000",896.5914,2.5639,-72.0772,60.5625,20.2655,-0.4789,0.0326,5.8473
34,"gr","http://client2:8000",690.0131,0.2873,74.5934,-50.7725,-17.7933,0.3468,0.0414,-1.2508
34,"gr","http://client3:8000",634.6922,-0.4177,-6.5268,-4.1649,-5.9848,3.0202,0.2297,-3.1881
35,"fn","http://client1:8000",896.3694,0.787,-74.4932,65.0498,19.0309,-0.9917,-0.0231,4.8978
35,"fn","http://client2:8000",690.0428,0.1545,72.409,-49.8987,-18.7343,-0.4526,-0.0273,-2.19
35,"fn","http://client3:8000",634.8405,-0.4339,-7.0788,-4.2118,-7.1822,2.3923,0.1759,-4.002
35,"gr","http://client1:8000",896.3694,0.787,-74.4932,65.0498,19.0309,-0.9917,-0.0231,4.8978
35,"gr","http://client2:8000",690.0428,0.1545,72.409,-49.8987,-18.7343,-0.4526,-0.0273,-2.19
35,"gr","http://client3:8000",634.8405,-0.4339,-7.0788,-4.2118,-7.1822,2.3923,0.1759,-4.002
36,"fn","http://client1:8000",896.207,1.4558,-72.741,61.3577,20.7546,-0.8633,-0.0229,4.5715
36,"fn","http://client2:8000",690.0478,0.4154,75.8988,-54.3535,-17.3669,0.3981,0.0385,-1.973
36,"fn","http://client3:8000",634.9254,-0.4799,-4.0937,-8.1857,-6.1846,2.8113,0.2094,-3.7326
36,"gr","http://client1:8000",896.207,1.4558,-72.741,61.3577,20.7546,-0.8633,-0.0229,4.5715
36,"gr","http://client2:8000",690.0478,0.4154,75.8988,-54.3535,-17.3669,0.3981,0.0385,-1.973
36,"gr","http://client3:8000",634.9254,-0.4799,-4.0937,-8.1857,-6.1846,2.8113,0.2094,-3.7326
37,"fn","http://client1:8000",896.1995,1.0005,-72.0768,61.6445,21.7042,-1.1299,-0.0466,4.1829
37,"fn","http://client2:8000",690.051,0.4099,76.2365,-54.5779,-16.4273,0.3164,0.0316,-2.1194
37,"fn","http://client3:8000",634.9095,-0.4708,-3.1823,-8.9455,-5.2748,2.6297,0.1947,-3.9213
37,"gr","http://client1:8000",896.1995,1.0005,-72.0768,61.6445,21.7042,-1.1299,-0.0466,4.1829
37,"gr","http://client2:8000",690.051,0.4099,76.2365,-54.5779,-16.4273,0.3164,0.0316,-2.1194
37,"gr","http://client3:8000",634.9095,-0.4708,-3.1823,-8.9455,-5.2748,2.6297,0.1947,-3.9213
38,"fn","http://client1:8000",896.3151,0.4189,-73.0883,63.3116,22.1406,-1.1883,-0.0536,4.1283
38,"fn","http://client2:8000",689.9368,0.324,75.1883,-53.1197,-15.7382,0.3465,0.0335,-2.0447
38,"fn","http://client3:8000",634.8935,-0.4745,-3.8629,-8.2386,-4.6621,2.6124,0.1933,-3.8301
38,"gr","http://client1:8000",896.3151,0.4189,-73.0883,63.3116,22.1406,-1.1883,-0.0536,4.1283
38,"gr","http://client2:8000",689.9368,0.324,75.1883,-53.1197,-15.7382,0.3465,0.0335,-2.0447
38,"gr","http://client3:8000",634.8935,-0.4745,-3.8629,-8.2386,-4.6621,2.6124,0.1933,-3.8301
39,"fn","http://client1:8000",896.2316,-0.6097,-72.4092,64.8606,22.3068,-1.4764,-0.0784,3.8784
39,"fn","http://client2:8000",690.0341,0.2668,76.059,-53.4314,-15.5003,0.2317,0.024,-2.0837
39,"fn","http://client3:8000",634.8584,-0.4585,-2.3355,-9.4119,-4.2661,2.4336,0.1779,-3.971
39,"gr","http://client1:8000",896.2316,-0.6097,-72.4092,64.8606,22.3068,-1.4764,-0.0784,3.8784
39,"gr","http://client2:8000",690.0341,0.2668,76.059,-53.4314,-15.5003,0.2317,0.024,-2.0837
39,"gr","http://client3:8000",634.8584,-0.4585,-2.3355,-9.4119,-4.2661,2.4336,0.1779,-3.971
40,"fn","http://client1:8000",896.3229,-1.4878,-73.9877,66.7181,22.3899,-1.4394,-0.0772,4.1279
40,"fn","http://client2:8000",689.9389,0.1606,75.2347,-52.7182,-15.1927,0.2289,0.0231,-1.9073
40,"fn","http://client3:8000",634.823,-0.51,-2.9233,-9.6735,-3.8166,2.4898,0.1807,-3.6839
40,"gr","http://client1:8000",896.3229,-1.4878,-73.9877,66.7181,22.3899,-1.4394,-0.0772,4.1279
40,"gr","http://client2:8000",689.9389,0.1606,75.2347,-52.7182,-15.1927,0.2289,0.0231,-1.9073
40,"gr","http://client3:8000",634.823,-0.51,-2.9233,-9.6735,-3.8166,2.4898,0.1807,-3.6839
41,"fn","http://client1:8000",896.2901,-2.1372,-74.3135,66.8247,22.082,-1.2526,-0.0631,4.9075
