"trial","execution_state","converged","parameter","estimate"
191,"completed",TRUE,"(etaLcl,etaLvc)",0.0725909875271231
192,"completed",TRUE,"(etaLcl,etaLvc)",0.0639496321437671
193,"completed",TRUE,"(etaLcl,etaLvc)",0.0606719671101338
194,"completed",TRUE,"(etaLcl,etaLvc)",0.0734410432046591
195,"completed",TRUE,"(etaLcl,etaLvc)",0.0654271077483607
191,"completed",TRUE,"CcPropSd",0.357207021144847
192,"completed",TRUE,"CcPropSd",0.351571129116143
193,"completed",TRUE,"CcPropSd",0.379028845806153
194,"completed",TRUE,"CcPropSd",0.368300468888268
195,"completed",TRUE,"CcPropSd",0.319260719839227
191,"completed",TRUE,"etaLcl",0.118486006027313
192,"completed",TRUE,"etaLcl",0.0956472536312815
193,"completed",TRUE,"etaLcl",0.112109678917831
194,"completed",TRUE,"etaLcl",0.107480041966231
195,"completed",TRUE,"etaLcl",0.0988156116384388
191,"completed",TRUE,"etaLvc",0.0460005229122636
192,"completed",TRUE,"etaLvc",0.0442838405017723
193,"completed",TRUE,"etaLvc",0.0343433901645262
194,"completed",TRUE,"etaLvc",0.0517172149863151
195,"completed",TRUE,"etaLvc",0.0448477594451986
191,"completed",TRUE,"lcl",2.1755492420841
192,"completed",TRUE,"lcl",2.1215866888381
193,"completed",TRUE,"lcl",2.18586394033847
194,"completed",TRUE,"lcl",2.15492014242285
195,"completed",TRUE,"lcl",2.13575067727507
191,"completed",TRUE,"lka",2.31157561829089
192,"completed",TRUE,"lka",2.37707354007854
193,"completed",TRUE,"lka",2.21957957971598
194,"completed",TRUE,"lka",2.17208460609133
195,"completed",TRUE,"lka",2.1004452604299
191,"completed",TRUE,"lvc",2.92746920115413
192,"completed",TRUE,"lvc",2.93616522847867
193,"completed",TRUE,"lvc",2.97058226111853
194,"completed",TRUE,"lvc",2.94388621881693
195,"completed",TRUE,"lvc",2.93500871132088
191,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.983258682633817
192,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982605429348366
193,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.977788532674203
194,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.985047920925253
195,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982821312021521
