"trial","execution_state","converged","parameter","estimate"
26,"completed",TRUE,"(etaLcl,etaLvc)",0.0769931721082912
27,"completed",TRUE,"(etaLcl,etaLvc)",0.0721429350373102
28,"completed",TRUE,"(etaLcl,etaLvc)",0.057285882007196
29,"completed",TRUE,"(etaLcl,etaLvc)",0.0856104137306174
30,"completed",TRUE,"(etaLcl,etaLvc)",0.0584396510716901
26,"completed",TRUE,"CcPropSd",0.344738951447352
27,"completed",TRUE,"CcPropSd",0.352191768707143
28,"completed",TRUE,"CcPropSd",0.347659896928907
29,"completed",TRUE,"CcPropSd",0.345935111970398
30,"completed",TRUE,"CcPropSd",0.396243380412303
26,"completed",TRUE,"etaLcl",0.0931744465845574
27,"completed",TRUE,"etaLcl",0.116650710100268
28,"completed",TRUE,"etaLcl",0.111337020104804
29,"completed",TRUE,"etaLcl",0.140132874471267
30,"completed",TRUE,"etaLcl",0.113285851395761
26,"completed",TRUE,"etaLvc",0.0651703129954723
27,"completed",TRUE,"etaLvc",0.0461447669183148
28,"completed",TRUE,"etaLvc",0.0309758386132895
29,"completed",TRUE,"etaLvc",0.0538362578078001
30,"completed",TRUE,"etaLvc",0.0316492430327439
26,"completed",TRUE,"lcl",2.27018102275232
27,"completed",TRUE,"lcl",2.23294736621873
28,"completed",TRUE,"lcl",2.16276746311278
29,"completed",TRUE,"lcl",2.15182449389176
30,"completed",TRUE,"lcl",2.21476477893897
26,"completed",TRUE,"lka",2.05710376221383
27,"completed",TRUE,"lka",2.23256942693222
28,"completed",TRUE,"lka",2.39081471571457
29,"completed",TRUE,"lka",2.20164934346175
30,"completed",TRUE,"lka",2.28748369085408
26,"completed",TRUE,"lvc",3.01006571818031
27,"completed",TRUE,"lvc",3.00831883937852
28,"completed",TRUE,"lvc",2.98297358324848
29,"completed",TRUE,"lvc",2.93356872430552
30,"completed",TRUE,"lvc",3.03326284198491
26,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.988049945437264
27,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.983306443957412
28,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.975475286238343
29,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.985641880207322
30,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.975973698656329
