parameter,n_converged,median,ci_lower,ci_upper
KA,1,8.9801974975776,8.9801974975776,8.9801974975776
CL,1,8.81837563168162,8.81837563168162,8.81837563168162
V,1,19.8265238818474,19.8265238818474,19.8265238818474
omega2_cl,1,0.0865603383933807,0.0865603383933807,0.0865603383933807
omega_cl_v,1,0.0602033362664105,0.0602033362664105,0.0602033362664105
omega2_v,1,0.0433965077332142,0.0433965077332142,0.0433965077332142
rho_cl_v,1,0.982276367248158,0.982276367248158,0.982276367248158
sigma2_prop,1,0.128167247722683,0.128167247722683,0.128167247722683
