"trial","execution_state","converged","parameter","estimate"
236,"completed",TRUE,"(etaLcl,etaLvc)",0.0676114654096779
237,"completed",TRUE,"(etaLcl,etaLvc)",0.0584082768283076
238,"completed",TRUE,"(etaLcl,etaLvc)",0.0654147490518967
239,"completed",TRUE,"(etaLcl,etaLvc)",0.0487525646835215
240,"completed",TRUE,"(etaLcl,etaLvc)",0.0699130535856654
236,"completed",TRUE,"CcPropSd",0.321473829281684
237,"completed",TRUE,"CcPropSd",0.349151715776933
238,"completed",TRUE,"CcPropSd",0.36162155726853
239,"completed",TRUE,"CcPropSd",0.353784738884495
240,"completed",TRUE,"CcPropSd",0.353824908661397
236,"completed",TRUE,"etaLcl",0.102230944400827
237,"completed",TRUE,"etaLcl",0.126935436104969
238,"completed",TRUE,"etaLcl",0.102166456093603
239,"completed",TRUE,"etaLcl",0.103482918989083
240,"completed",TRUE,"etaLcl",0.126270613651005
236,"completed",TRUE,"etaLvc",0.04624432702165
237,"completed",TRUE,"etaLvc",0.0283687231167869
238,"completed",TRUE,"etaLvc",0.0434090976801502
239,"completed",TRUE,"etaLvc",0.0244485790893227
240,"completed",TRUE,"etaLvc",0.0402279801751863
236,"completed",TRUE,"lcl",2.20443351253311
237,"completed",TRUE,"lcl",2.18363961115774
238,"completed",TRUE,"lcl",2.13456126935457
239,"completed",TRUE,"lcl",2.18932316669781
240,"completed",TRUE,"lcl",2.1844064528868
236,"completed",TRUE,"lka",2.08300936679344
237,"completed",TRUE,"lka",2.42046990118944
238,"completed",TRUE,"lka",2.32987754565309
239,"completed",TRUE,"lka",2.42671086343098
240,"completed",TRUE,"lka",2.45401789056327
236,"completed",TRUE,"lvc",2.98053344012387
237,"completed",TRUE,"lvc",2.96370700862558
238,"completed",TRUE,"lvc",2.9656680785719
239,"completed",TRUE,"lvc",2.97188613676669
240,"completed",TRUE,"lvc",2.97850223185797
236,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.983331452759575
237,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.973336612368227
238,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982270578238624
239,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.969251139028313
240,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.980941282311836
