scenario,trial,n_patients,fit_ok,converged,lka,lcl,lvc,KA,CL,V,omega2_cl,omega_cl_v,omega2_v,rho_cl_v,sigma_prop,sigma2_prop,objf,aic,sh_eta_cl_pct,sh_eta_v_pct,sh_eps_pct,convergence
scenario2,420,100,True,True,2.1391966499,2.2199680291,2.9384118011,8.4926123465,9.2070365043,18.88582803,0.093837699901,0.055027949521,0.033778821822,0.9774001568,0.34785523776,0.12100326644,2161.9771751459,2727.3402950687,11.0037553804,13.9228355016,11.6381161725,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,421,100,True,True,2.3085353238,2.2270872336,3.0052123308,10.0596796858,9.2728171551,20.190502706,0.11011111505,0.052532170826,0.026553605013,0.97151167082,0.34992207851,0.12244546103,2179.5930501321,2744.9561700549,9.0972321345,12.6738511476,11.9282408088,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,422,100,True,True,1.994680031,2.1575402882,2.9638900659,7.3498509268,8.6498353684,19.3731883409,0.072903870529,0.036935298718,0.020177923403,0.96300399375,0.33662249167,0.1133147019,2159.3234070462,2724.686526969,13.4098561559,17.6567455313,11.1010055193,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,423,100,True,True,2.1574848342,2.154575456,2.9416669748,8.6493557135,8.6242280371,18.9474048468,0.12203182534,0.074237179581,0.046690082166,0.98349598427,0.36492984297,0.13317379029,2270.1299667635,2835.4930866863,10.3237446432,12.2216281708,11.4886134847,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,424,100,True,True,2.3816094599,2.272709981,3.0465647815,10.8223069242,9.7056673812,21.0429330468,0.13021422668,0.078295970334,0.048608664209,0.98413199065,0.37942157837,0.14396073414,2208.3547707559,2773.7178906787,10.2005591887,12.2767061177,11.4055852845,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,425,100,True,True,2.3108422578,2.090268724,2.9181063571,10.0829134918,8.0870880668,18.5062101052,0.071019658269,0.041339573435,0.025551328165,0.97044284419,0.33584998735,0.11279521401,2207.4268926333,2772.7900125561,14.4823485939,17.7421049732,10.8276492796,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,426,100,True,True,2.1380811999,2.1079302056,2.9195016093,8.4831445437,8.2311867771,18.5320489569,0.099261440445,0.051228467707,0.027934370215,0.97286288895,0.37862468669,0.14335665337,2286.2212757294,2851.5843956522,12.1510397351,15.3025557828,10.5454326247,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,427,100,True,True,2.2476849245,2.0877555596,2.916069034,9.4657964166,8.0667894028,18.4685453559,0.089177206918,0.060471050077,0.042528972377,0.98192458248,0.36962042379,0.13661925768,2264.5740608216,2829.9371807444,14.1622324163,16.1352990856,10.5001014215,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,428,100,True,True,2.0513222619,2.1359171844,2.8716744498,7.7781790996,8.4648067363,17.6665752411,0.092845580111,0.051407864939,0.029965125987,0.97463251555,0.3412004947,0.11641777758,2195.8785895761,2761.2417094989,10.8175901807,13.9921223698,11.7279921684,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,429,100,True,True,2.0054675458,2.15988393,2.8839841501,7.4295667474,8.6701312581,17.885389493,0.092069402365,0.054132543522,0.033336071759,0.97711023069,0.34275293605,0.11747957517,2181.7478250692,2747.110944992,10.8387985397,13.8064951857,11.6364707462,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,430,100,True,True,2.1541509797,2.1004011448,2.9351323793,8.6205680337,8.169446386,18.8239948775,0.10304783949,0.048436801766,0.02425079883,0.96893130912,0.34127821073,0.11647081712,2250.5038452569,2815.8669651797,10.0487341824,13.572438534,11.575216816,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,431,100,True,True,2.5643173255,2.164069531,3.0009003188,12.9917861806,8.7064970216,20.1036284525,0.1017699807,0.059722753516,0.036562426591,0.97906713111,0.32815472434,0.10768552311,2190.4600096073,2755.8231295301,10.4558405645,12.8410576155,12.0299500075,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,432,100,True,True,2.3036388671,2.1422078221,2.9963137336,10.0105432948,8.5182236054,20.0116325818,0.10519022498,0.063901219562,0.040339465999,0.9809714826,0.36865127239,0.13590376064,2262.3833054317,2827.7464253545,12.2512909059,14.4398026093,10.8809802456,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,433,100,True,True,2.1865259377,2.1318233214,2.9593596676,8.9042254851,8.4302238146,19.2856185954,0.074635702839,0.04175862708,0.024849603084,0.96964591046,0.35541830746,0.12632217328,2221.7713572595,2787.1344771823,14.6901914297,18.0433308415,10.4060154276,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,434,100,True,True,2.0412092363,2.1766830871,2.9272197695,7.6999145881,8.8170124407,18.67563568,0.09306133909,0.040024789331,0.018671111754,0.96019472728,0.34761934545,0.12083920933,2198.9388215645,2764.3019414873,10.2461947123,15.0886759939,11.5472848239,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,435,100,True,True,2.2604624923,2.2113860593,3.0002822389,9.5875222967,9.1283600771,20.0912066426,0.12088845344,0.07600579552,0.04931797466,0.98435484127,0.36969973666,0.13667789529,2213.2355490539,2778.5986689767,10.4134764625,12.306846693,11.5863869715,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,436,100,True,True,2.2578483488,2.1604379143,2.9443796562,9.5624918687,8.6749357054,18.998872897,0.10086283587,0.044419807953,0.021032110074,0.96442767923,0.32050994449,0.10272662452,2177.9700764426,2743.3331963654,8.9177623091,13.1931534166,12.3953594624,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,437,100,True,True,2.3209838662,2.1996349332,3.0038688527,10.1856907344,9.0217193677,20.1633954209,0.083766410895,0.047229197282,0.028124872612,0.97303918135,0.33770387629,0.11404390806,2158.4120848791,2723.7752048019,12.2668123849,15.4346389484,11.3701740069,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,438,100,True,True,2.3930959719,2.1552891641,2.9276159909,10.9473341712,8.6303854161,18.6830368326,0.099088766841,0.067364233918,0.04732582888,0.98371218039,0.37626643366,0.1415764291,2232.0085950292,2797.371714952,12.6741950755,14.6530991109,10.8280806597,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,439,100,True,True,2.3249882757,2.1354515764,2.9211804524,10.2265601862,8.4608663716,18.5631874911,0.10481423312,0.063752247308,0.040297224362,0.98095210011,0.35347590175,0.12494521312,2240.7019537794,2806.0650737022,10.976356317,13.3239983253,11.5348826583,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,440,100,True,True,2.2669981797,2.1958355702,2.9993364004,9.6503885589,8.9875076136,20.0722125901,0.12498361422,0.081099437228,0.054159215949,0.98572351414,0.38453784214,0.14786935203,2256.9194635675,2822.2825834903,10.9703523831,12.6422681947,11.0952363071,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,441,100,True,True,2.2170071587,2.1976744475,2.988937365,9.1798159806,9.0040497423,19.864562492,0.080200465263,0.036675586649,0.018225778368,0.95928042661,0.35216492918,0.12402013734,2185.2199667247,2750.5830866475,12.3637655491,17.1090937591,10.9668728188,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,442,100,True,True,2.0807166462,2.2362955148,3.0009121156,8.0102073423,9.358598205,20.1038656122,0.11563102825,0.089226524171,0.070397018884,0.98896209746,0.34348317543,0.1179806918,2170.1356260195,2735.4987459423,10.5767724167,11.8218438626,12.0319263611,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,443,100,True,True,2.1953438891,2.1266495788,2.9421498379,8.983089712,8.3867206407,18.95655606,0.092843315906,0.04867014518,0.027006570074,0.97196942768,0.37585756504,0.1412689092,2242.588210991,2807.9513309138,12.6223724526,15.8952268101,10.5657409691,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,444,100,True,True,2.3490877482,2.1913687621,2.9592560684,10.4760086065,8.9474516698,19.2836207225,0.12159345949,0.069013910134,0.040691937321,0.98113177974,0.3617258973,0.13084562478,2249.1758203509,2814.5389402737,9.5601002327,11.8983197376,11.6672052326,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,445,100,True,True,1.9298600825,2.1499264624,2.9318421916,6.8885463457,8.5842271102,18.7621621768,0.090242882777,0.045079124481,0.024000958472,0.96862282741,0.34742224172,0.12070221404,2201.1117675742,2766.474887497,11.2638680071,15.0518769862,11.3851340046,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,446,100,True,True,2.5729172853,2.1805124606,2.956795356,13.1039968308,8.8508408035,19.2362276126,0.077538062074,0.053645815276,0.038633702011,0.98015602932,0.34249667503,0.11730397241,2166.633873902,2731.9969938248,13.9969179217,16.3241022431,11.0540628779,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,447,100,True,True,2.4576296413,2.152717862,2.9450359197,11.6770997943,8.6082225938,19.0113452561,0.078942434934,0.048492554319,0.031292083405,0.97566912609,0.34833708594,0.12133872544,2190.1744656968,2755.5375856196,13.4491787731,16.2508845522,10.9440012432,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,448,100,True,True,2.1229799934,2.1678506531,2.9564636607,8.3560012508,8.7394796662,19.2298481048,0.081815188501,0.050061247973,0.032137687926,0.97628673753,0.35376787729,0.125151711,2219.7045086686,2785.0676285914,13.9794523415,16.5704250641,10.7305766442,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,449,100,True,True,2.1645424144,2.1631015958,2.9139146745,8.7106151529,8.6980737738,18.4288002975,0.09963638398,0.057457516086,0.034645368513,0.97794690349,0.35735807621,0.12770479463,2214.6658389461,2780.0289588689,11.0448441776,13.813491484,11.4308110778,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,450,100,True,True,2.0911957897,2.1225770729,2.9048762159,8.0945888051,8.352635125,18.2629828459,0.12221632713,0.051690809184,0.023342320454,0.9677801348,0.34429319069,0.11853780116,2243.3591940794,2808.7223140022,8.2126094037,12.063325511,12.1215703246,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,451,100,True,True,2.325120226,2.1540810884,2.9756584288,10.2279096726,8.619965552,19.602525869,0.10226468459,0.083548289529,0.069802564168,0.98886961654,0.34014100104,0.11569590059,2190.5469917849,2755.9101117077,11.7180373026,12.9068982288,11.8023624526,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,452,100,True,True,2.3054200815,2.2087575501,3.0162999201,10.0283901086,9.1043976052,20.4156123637,0.082278554838,0.038354260572,0.01933967266,0.96149211587,0.38257774406,0.14636573025,2223.9818047612,2789.344924684,13.5464415306,17.9988370881,10.2432000836,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,453,100,True,True,2.2783758959,2.147978968,2.9499870538,9.7608149497,8.567525645,19.1057063806,0.077905910686,0.039342501689,0.021339172377,0.96491260989,0.36283287072,0.13164769208,2236.2039340321,2801.5670539549,13.734603361,17.7714030525,10.4935851737,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,454,100,True,True,2.3840217596,2.0818254495,2.9494958724,10.8484450853,8.0190940129,19.0963243175,0.099077485367,0.051307742808,0.02806587564,0.97298495085,0.34112041391,0.11636313678,2248.9218681317,2814.2849880545,11.1215169523,14.1349441784,11.5088542787,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,455,100,True,True,2.4093442919,2.2014344767,3.0058394956,11.1266629099,9.0379689613,20.2031694512,0.091879216125,0.059849060933,0.040505824539,0.98104733247,0.37788441628,0.14279663207,2234.8482889682,2800.211408891,13.9344342628,16.0362800593,10.4039833742,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,456,100,True,True,2.0991800934,2.1487741869,2.910681619,8.15947716,8.5743414127,18.3693151743,0.10319338685,0.075148106847,0.056261813826,0.98624598077,0.3132887138,0.098149818194,2182.6298842471,2747.9930041699,10.0559761307,11.6261911844,12.6367598882,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,457,100,True,True,2.3106273518,2.2756907872,3.027057088,10.0807468461,9.7346412558,20.6364119941,0.11740213423,0.067686151984,0.040544146952,0.98106491609,0.36986347773,0.13679899216,2187.8435458944,2753.2066658172,10.1392689152,12.529791833,11.4644108847,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,458,100,True,True,2.2423784395,2.1906289375,2.9436331552,9.4156993471,8.9408345725,18.9846955119,0.1160266743,0.059274264466,0.031786607694,0.97603448087,0.33825609092,0.11441718304,2189.3108806359,2754.6740005587,8.4236963972,11.5225910802,12.3983304466,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,459,100,True,True,2.1452876315,2.215593379,2.9165766298,8.544498551,9.1668469122,18.4779222912,0.097323157295,0.051465301667,0.028713003988,0.97356984182,0.37228059924,0.13859284457,2194.7834263001,2760.1465462229,10.8798062953,14.3546160893,11.203880741,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,460,100,True,True,2.0101915577,2.2057467216,2.988436886,7.4647471404,9.07702705,19.8546231846,0.076424303662,0.053281723574,0.038665242086,0.98017168617,0.35446113039,0.12564269296,2161.2382205478,2726.6013404706,14.8392126201,17.0745054129,10.9326550012,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,461,100,True,True,2.170176037,2.1711093884,2.9327606593,8.7598259583,8.7680057706,18.7794025327,0.1061874312,0.060210321018,0.03565350489,0.97855056193,0.36616839617,0.13407929435,2235.0492888098,2800.4124087326,10.8083940284,13.4891260669,11.3658225651,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,462,100,True,True,2.1950218751,2.1768376843,2.9870206312,8.9801974976,8.8183756317,19.8265238818,0.086560338393,0.060203336266,0.043396507733,0.98227636725,0.3580045359,0.12816724772,2227.6424130028,2793.0055329256,14.1377751217,16.0316859964,10.7000635306,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,463,100,True,True,2.4260726108,2.196045921,3.0233151185,11.314358816,8.9893983419,20.5593354694,0.080341435602,0.041949348454,0.02338348877,0.96783377139,0.38328096797,0.14690430041,2219.5105178767,2784.8736377995,13.9734742044,17.7188754201,10.0981765752,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,464,100,True,True,2.3432363013,2.2534228422,3.0262495031,10.4148877951,9.5202665011,20.6197530676,0.12683793437,0.071110010997,0.041388927771,0.98144073071,0.35938003706,0.12915401104,2199.792083152,2765.1552030748,9.1222669968,11.4335874652,11.8528009332,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,465,100,True,True,2.4358155097,2.1808015952,2.9282197885,11.4251322219,8.8534002585,18.6943210115,0.093187038949,0.048412114106,0.026642518547,0.97160256757,0.33479939813,0.11209063699,2167.5820028552,2732.945122778,10.0133625137,13.5915614836,11.9723054993,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,466,100,True,True,2.3140804064,2.1536647415,3.0241431205,10.1156163837,8.616377403,20.5763656898,0.085784035747,0.062004125049,0.046344242006,0.98337566038,0.36184604,0.13093255666,2224.2556595345,2789.6187794574,14.8386128894,16.4715579839,10.4524839921,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,467,100,True,True,2.2923912576,2.1400753329,2.950110919,9.8985794565,8.5000779406,19.10807306,0.1024041933,0.04448462559,0.02079275381,0.96404002106,0.31931148136,0.10195982213,2210.5632810353,2775.9264009581,8.9060511736,13.1058129913,12.2829321509,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,468,100,True,True,2.3321881157,2.148343506,2.9705726808,10.3004554809,8.5706494023,19.5030854402,0.11422567818,0.068800785263,0.042964417612,0.98210304567,0.34950782016,0.12215571635,2224.0731876427,2789.4363075655,10.5396856433,12.8026345679,11.7239393223,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,469,100,True,True,2.3314245467,2.1967397379,3.0285208528,10.2925933742,8.9956375027,20.6666409662,0.10934023756,0.071327106363,0.04805945248,0.983954893,0.37815397053,0.14300042543,2223.301578124,2788.6646980468,11.9317530642,13.7591504487,10.8651891922,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,470,100,True,True,2.2973581181,2.2430068587,3.0188430475,9.9478666197,9.4216182134,20.4675979426,0.12507213563,0.076465009749,0.048278282339,0.98402597008,0.40593924651,0.16478667186,2253.4024578609,2818.7655777837,11.2056508487,13.149817426,10.7286779389,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,471,100,True,True,2.1483079685,2.205049245,2.9647476507,8.5703448281,9.0706982437,19.3898096188,0.13150222579,0.07346290811,0.042563185427,0.98193898552,0.34657521156,0.12011437727,2196.4467116485,2761.8098315713,8.2478581738,10.5614872203,12.3587529121,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,472,100,True,True,2.4131066845,2.1668573078,2.9827272056,11.1686046346,8.730802655,19.741582651,0.12748033123,0.077747778658,0.048947601876,0.98423926912,0.34949971881,0.12215005345,2249.428754952,2814.7918748748,9.3465458293,11.14096531,11.9753309984,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,473,100,True,True,2.2352544514,2.1268046621,2.8995620843,9.3488603801,8.3880213816,18.1661883688,0.10298480089,0.044913603189,0.021057496371,0.96446831264,0.36367831449,0.13226191643,2257.3339213743,2822.6970412971,10.3194287925,14.5353734852,11.2120094713,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,474,100,True,True,2.0233361208,2.1620472176,2.9430720047,7.5635156926,8.6889075477,18.9740452282,0.10604039773,0.064462522833,0.040708224834,0.98113900647,0.38361629668,0.14716146308,2257.5845943295,2822.9477142523,11.9513336838,14.2945913483,10.7956040809,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,475,100,True,True,2.2025499765,2.1761957983,2.9574389196,9.0480564389,8.8127170564,19.2486113333,0.09978762206,0.063046900697,0.041355722122,0.98142609471,0.37256924561,0.13880784278,2240.6108211401,2805.9739410629,12.3632722243,14.5556650852,10.8691139495,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,476,100,True,True,2.2272156756,2.149144307,2.903277897,9.2740082502,8.577515536,18.2338160904,0.088323250936,0.053761490459,0.034234530139,0.97769094209,0.35977804002,0.12944023808,2219.5879523019,2784.9510722247,12.5524442707,15.3886390109,10.9598274384,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,477,100,True,True,2.3785760362,2.1753150472,2.958385747,10.7895280231,8.8049586628,19.2668450768,0.12105921986,0.073483153053,0.04613222451,0.98330138092,0.34434224798,0.11857158374,2200.1207781836,2765.4838981064,8.9748034696,11.1036949129,12.2308696475,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,478,100,True,True,1.8245724689,2.1692046159,2.9489810304,6.2001436984,8.7513206106,19.0864952571,0.1065105986,0.058723280388,0.033886088969,0.97746940312,0.40386988281,0.16311088224,2258.5385550711,2823.9016749939,12.5512032972,15.3120892427,10.2524049867,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,479,100,True,True,2.2792893445,2.1255756021,2.9538263598,9.7697350257,8.3777183332,19.1792000262,0.10466739554,0.065640986607,0.042689768731,0.98199096089,0.36372549255,0.13229623393,2262.4177700375,2827.7808899603,11.9152602409,13.9436256292,11.0981955532,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,480,100,True,True,2.0791853078,2.2041448308,2.9468502677,7.9979503918,9.0624982836,19.0458697629,0.10369836629,0.057761934077,0.033683822465,0.97733867411,0.35358541173,0.12502264339,2208.1148021239,2773.4779220467,10.3214324538,13.1474763505,11.6194421852,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,481,100,True,True,2.0516910612,2.1752024283,2.9322602174,7.7810482157,8.803967114,18.7700068839,0.1067261682,0.061888453365,0.037404028037,0.97952378025,0.38571458695,0.14877574259,2250.1656961645,2815.5288160873,11.5479958906,14.104492883,10.8930473856,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,482,100,True,True,2.396969905,2.2501585765,2.9926840405,10.9898256621,9.4892404873,19.9391281619,0.12805558719,0.058098359278,0.027854318275,0.9727882922,0.33015976171,0.10900546825,2170.2706360753,2735.6337559981,7.2863284176,10.7007140134,12.7457997624,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,483,100,True,True,2.2013982412,2.1797725655,2.9495072499,9.0376414716,8.8442945321,19.0965415861,0.087495835713,0.053133523635,0.033775888244,0.97739820357,0.35149338813,0.1235476019,2196.5600642789,2761.9231842017,12.5095547649,15.3550872486,11.1252495207,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,484,100,True,True,2.3634915334,2.1267227788,2.9992389611,10.6279947448,8.3873345711,20.0702568631,0.071941702568,0.055963167434,0.045060177121,0.98291391621,0.35841430024,0.12846081062,2221.6817714852,2787.044891408,17.0851548799,18.6477526131,9.9612262445,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,485,100,True,True,2.2438531515,2.2275383125,3.0185656163,9.429595036,9.2770008701,20.4619203786,0.10223265801,0.069968720045,0.049418272047,0.98438576581,0.36389873141,0.13242228672,2214.2136315124,2779.5767514352,12.2317852547,14.0266013405,11.0964820998,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,486,100,True,True,2.1452886866,2.1628334343,2.9848108343,8.5445075657,8.6957415976,19.7827596625,0.069296298021,0.033487834437,0.017633373625,0.95799742546,0.34301247287,0.11765755654,2194.6368024913,2759.9999224141,14.3893044533,19.0475152509,10.6018006405,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,487,100,True,True,2.3022065955,2.2076374872,3.001137439,9.9962157415,9.0942058154,20.1083959932,0.1252680079,0.077618418163,0.049625231071,0.98444947389,0.37306975723,0.13918104376,2221.9286735172,2787.29179344,9.8655631018,11.7909867083,11.5926763072,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,488,100,True,True,2.3875698202,2.1877722512,2.9445359507,10.8870043902,8.9153298603,19.0018425494,0.10217042615,0.057959589047,0.034390249019,0.977788747,0.36532315784,0.13346100965,2222.9123497447,2788.2754696675,10.7254754949,13.5100287655,11.2663412005,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,489,100,True,True,2.4609719066,2.21229002,2.9892038164,11.7161930534,9.1366154861,19.8698561386,0.13308724023,0.070016357804,0.038352779439,0.98001536376,0.34112108628,0.1163635955,2218.9230259453,2784.2861458681,7.9545667906,10.4509606196,12.4870286453,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,490,100,True,True,2.1121828062,2.0739748109,2.8766213831,8.2662652608,7.9563854766,17.7541871362,0.07221003526,0.044012950003,0.028323122923,0.97322023775,0.37842900203,0.14320850958,2267.4690058117,2832.8321257345,16.2415660836,19.4175609915,9.8114318049,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,491,100,True,True,2.3084984396,2.1896583574,2.975005281,10.0593086494,8.9321609871,19.5897267031,0.12214953715,0.080147997348,0.054124172701,0.98571445825,0.37123339033,0.1378142301,2237.494647736,2802.8577676588,10.5261875421,12.2159049285,11.4116714082,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,492,100,True,True,2.1807773605,2.1638825143,2.95093527,8.8531857013,8.7048689133,19.1238313124,0.099384265991,0.033937156945,0.012997496169,0.94424955874,0.35955524506,0.12927997425,2228.9396931017,2794.3028130245,9.9749765294,16.3983412654,11.2503432208,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,493,100,True,True,2.1614166869,2.1608743353,2.980801733,8.6834306513,8.6787224556,19.7036073459,0.084608667397,0.051561074108,0.032929460846,0.97683726372,0.37324043313,0.13930842092,2214.3882522483,2779.7513721711,14.1378099792,16.8358246731,10.3988857399,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,494,100,True,True,2.2694420279,2.1291223655,2.9159378815,9.6740014852,8.4074848738,18.4661233195,0.12441134612,0.061572025865,0.031978149841,0.97617297902,0.35592339177,0.12668146081,2241.8649048842,2807.228024807,8.6466439887,11.6120308495,11.9477424765,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,495,100,True,True,2.0599086584,2.1074692599,2.8855997144,7.8452531798,8.2273935207,17.9143078426,0.068958055408,0.046423395761,0.032760250992,0.97672159884,0.37555235757,0.14103957328,2235.9819971238,2801.3451170466,17.2866827165,19.8484474154,9.7024286135,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,496,100,True,True,2.35371968,2.1329737536,2.9671363805,10.5246453185,8.439927796,19.4361819984,0.096791354789,0.068764867359,0.050385734383,0.98467866644,0.34698116006,0.12039592544,2219.9568153086,2785.3199352314,12.453539985,14.0787471113,11.3280423096,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,497,100,True,True,2.4376533473,2.1697406322,3.0271462887,11.4461490663,8.7560127184,20.6382528578,0.10485613166,0.055030972214,0.03038358055,0.97496896955,0.34120512751,0.11642093904,2216.0023988822,2781.365518805,10.4795513244,13.3275227989,11.6896073521,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,498,100,True,True,2.2594115656,2.1552669974,2.9829050639,9.5774518062,8.630194111,19.7450941669,0.089091956946,0.05455677109,0.034920394216,0.97811482354,0.33540422417,0.11249599359,2184.9532774748,2750.3163973976,11.9258799918,14.3826856792,11.5734440756,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,499,100,True,True,2.4633119825,2.1768628101,2.9800002558,11.7436419384,8.8185972027,19.6878216816,0.10777921054,0.06028367115,0.035230519684,0.97830138475,0.3528052914,0.12447157364,2208.7018582117,2774.0649781345,10.3080582057,12.9387844093,11.5976216079,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
scenario2,500,100,True,True,2.2250997603,2.1570823717,2.9299856424,9.2544059806,8.6458753732,18.7273616153,0.11278021935,0.060244755274,0.033690798811,0.97734326141,0.37777165151,0.14271142069,2260.6449457892,2826.008065712,10.484912145,13.279527007,11.1031797756,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
