"trial","execution_state","converged","parameter","estimate"
311,"completed",TRUE,"(etaLcl,etaLvc)",0.0602669725449384
312,"completed",TRUE,"(etaLcl,etaLvc)",0.0694252068320773
313,"completed",TRUE,"(etaLcl,etaLvc)",0.0752023350117961
314,"completed",TRUE,"(etaLcl,etaLvc)",0.0652945068190604
315,"completed",TRUE,"(etaLcl,etaLvc)",0.0682906611502913
311,"completed",TRUE,"CcPropSd",0.335333202122892
312,"completed",TRUE,"CcPropSd",0.368982512142885
313,"completed",TRUE,"CcPropSd",0.364611125533755
314,"completed",TRUE,"CcPropSd",0.365810557390968
315,"completed",TRUE,"CcPropSd",0.358125556062803
311,"completed",TRUE,"etaLcl",0.111910166618448
312,"completed",TRUE,"etaLcl",0.109774176443133
313,"completed",TRUE,"etaLcl",0.12683855792576
314,"completed",TRUE,"etaLcl",0.0997932331466298
315,"completed",TRUE,"etaLcl",0.126280035480491
311,"completed",TRUE,"etaLvc",0.0339635266441349
312,"completed",TRUE,"etaLvc",0.0454345323228612
313,"completed",TRUE,"etaLvc",0.0461145193266347
314,"completed",TRUE,"etaLvc",0.0442487244927933
315,"completed",TRUE,"etaLvc",0.0384462717427026
311,"completed",TRUE,"lcl",2.11206174797577
312,"completed",TRUE,"lcl",2.22773814422585
313,"completed",TRUE,"lcl",2.1119472523433
314,"completed",TRUE,"lcl",2.1436279526639
315,"completed",TRUE,"lcl",2.17393622019682
311,"completed",TRUE,"lka",2.10420220947354
312,"completed",TRUE,"lka",1.99951072596507
313,"completed",TRUE,"lka",2.30941741209447
314,"completed",TRUE,"lka",2.0560584519617
315,"completed",TRUE,"lka",2.27351461656097
311,"completed",TRUE,"lvc",2.9196440009055
312,"completed",TRUE,"lvc",2.9982691459033
313,"completed",TRUE,"lvc",2.96278079384531
314,"completed",TRUE,"lvc",2.9154919857919
315,"completed",TRUE,"lvc",2.97122915436232
311,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.977548277417283
312,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.983046491354137
313,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.983301800954687
314,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982597649943111
315,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.980092022095613
