parameter,n_converged,median,ci_lower,ci_upper
KA,1,7.34985092683527,7.34985092683527,7.34985092683527
CL,1,8.64983536836705,8.64983536836705,8.64983536836705
V,1,19.3731883408511,19.3731883408511,19.3731883408511
omega2_cl,1,0.0729038705288287,0.0729038705288287,0.0729038705288287
omega_cl_v,1,0.0369352987176315,0.0369352987176315,0.0369352987176315
omega2_v,1,0.0201779234033912,0.0201779234033912,0.0201779234033912
rho_cl_v,1,0.963003993745823,0.963003993745823,0.963003993745823
sigma2_prop,1,0.113314701898575,0.113314701898575,0.113314701898575
