trial,trial_dir,seed_base,trial_seed_master
451,/project/data/scenario1/bootstrap/trial_0451,4869,4514869
452,/project/data/scenario1/bootstrap/trial_0452,4869,4524869
453,/project/data/scenario1/bootstrap/trial_0453,4869,4534869
454,/project/data/scenario1/bootstrap/trial_0454,4869,4544869
455,/project/data/scenario1/bootstrap/trial_0455,4869,4554869
456,/project/data/scenario1/bootstrap/trial_0456,4869,4564869
457,/project/data/scenario1/bootstrap/trial_0457,4869,4574869
458,/project/data/scenario1/bootstrap/trial_0458,4869,4584869
459,/project/data/scenario1/bootstrap/trial_0459,4869,4594869
460,/project/data/scenario1/bootstrap/trial_0460,4869,4604869
461,/project/data/scenario1/bootstrap/trial_0461,4869,4614869
462,/project/data/scenario1/bootstrap/trial_0462,4869,4624869
463,/project/data/scenario1/bootstrap/trial_0463,4869,4634869
464,/project/data/scenario1/bootstrap/trial_0464,4869,4644869
465,/project/data/scenario1/bootstrap/trial_0465,4869,4654869
466,/project/data/scenario1/bootstrap/trial_0466,4869,4664869
467,/project/data/scenario1/bootstrap/trial_0467,4869,4674869
468,/project/data/scenario1/bootstrap/trial_0468,4869,4684869
469,/project/data/scenario1/bootstrap/trial_0469,4869,4694869
470,/project/data/scenario1/bootstrap/trial_0470,4869,4704869
471,/project/data/scenario1/bootstrap/trial_0471,4869,4714869
472,/project/data/scenario1/bootstrap/trial_0472,4869,4724869
473,/project/data/scenario1/bootstrap/trial_0473,4869,4734869
474,/project/data/scenario1/bootstrap/trial_0474,4869,4744869
475,/project/data/scenario1/bootstrap/trial_0475,4869,4754869
476,/project/data/scenario1/bootstrap/trial_0476,4869,4764869
477,/project/data/scenario1/bootstrap/trial_0477,4869,4774869
478,/project/data/scenario1/bootstrap/trial_0478,4869,4784869
479,/project/data/scenario1/bootstrap/trial_0479,4869,4794869
480,/project/data/scenario1/bootstrap/trial_0480,4869,4804869
481,/project/data/scenario1/bootstrap/trial_0481,4869,4814869
482,/project/data/scenario1/bootstrap/trial_0482,4869,4824869
483,/project/data/scenario1/bootstrap/trial_0483,4869,4834869
484,/project/data/scenario1/bootstrap/trial_0484,4869,4844869
485,/project/data/scenario1/bootstrap/trial_0485,4869,4854869
486,/project/data/scenario1/bootstrap/trial_0486,4869,4864869
487,/project/data/scenario1/bootstrap/trial_0487,4869,4874869
488,/project/data/scenario1/bootstrap/trial_0488,4869,4884869
489,/project/data/scenario1/bootstrap/trial_0489,4869,4894869
490,/project/data/scenario1/bootstrap/trial_0490,4869,4904869
491,/project/data/scenario1/bootstrap/trial_0491,4869,4914869
492,/project/data/scenario1/bootstrap/trial_0492,4869,4924869
493,/project/data/scenario1/bootstrap/trial_0493,4869,4934869
494,/project/data/scenario1/bootstrap/trial_0494,4869,4944869
495,/project/data/scenario1/bootstrap/trial_0495,4869,4954869
496,/project/data/scenario1/bootstrap/trial_0496,4869,4964869
497,/project/data/scenario1/bootstrap/trial_0497,4869,4974869
498,/project/data/scenario1/bootstrap/trial_0498,4869,4984869
499,/project/data/scenario1/bootstrap/trial_0499,4869,4994869
500,/project/data/scenario1/bootstrap/trial_0500,4869,5004869
