"iter","lka","lcl","lvc","CcPropSd","pchol__omega_cl_v__etaLcl__etaLcl","pchol__omega_cl_v__etaLcl__etaLvc","pchol__omega_cl_v__etaLvc__etaLvc","objf"
1,2.21156569460688,2.11625551480255,2.92852352386054,-1.20497330465952,3.9902390341261,-25.1564682965436,2.22990049292744,2229.1191
2,2.3015478803852,2.34750376859549,2.6902605329783,-0.268582680862274,3.95544567628598,-25.1588061454565,2.16977766104638,2587.0012
3,2.22198296938352,2.14302722056344,2.90093971909235,-1.09656697576242,3.98621099273227,-25.1567389502769,2.22294004787226,2221.4871
4,2.22558524097011,2.12578939088742,2.92813963299875,-1.04061625027055,3.98395922745683,-25.1568904793294,2.22048668242043,2215.9766
5,2.22751137056118,2.12864527048328,2.93520887323865,-1.03181553403697,3.98405705928387,-25.1568841642212,2.2206126876857,2215.7183
6,2.2335106982519,2.14158673969717,2.9512716346914,-1.02039371921916,3.98523052938573,-25.1568053392933,2.22202685348019,2215.3338
7,2.24232840022075,2.15299170634805,2.96039553167871,-1.01955709478181,3.98773985501687,-25.1566336685875,2.22464584317241,2215.1661
8,2.25313296814498,2.1570646955053,2.96313255033318,-1.02003916882488,3.99049072998412,-25.1564470745554,2.22702173038468,2215.0934
9,2.27643459725486,2.15987822034635,2.96541328147941,-1.02163230379301,3.99589645578438,-25.1560857712593,2.2312973833826,2214.9946
10,2.30241674191165,2.15839490433099,2.96731830229623,-1.02310918185013,4.00069549647464,-25.1557820860902,2.23455647700502,2214.9204
11,2.33107975890942,2.15362732612684,2.95852708150981,-1.01880593954807,4.00288268718192,-25.1556973670127,2.23396016062373,2214.9735
12,2.31210812774891,2.15678291631559,2.96434586179465,-1.02165419260375,4.00143501768574,-25.1557534413293,2.23435485370303,2214.901
13,2.32019009727056,2.15438457115766,2.96474540563771,-1.02116821775766,4.00182794095898,-25.155749780814,2.23405953240238,2214.8847
14,2.32011493350512,2.15362796061031,2.96449892195066,-1.02081390056065,4.00106911457002,-25.1558133320423,2.23317665958623,2214.8825
15,2.31987614848423,2.15324509443733,2.96436127436169,-1.02069598985278,3.99985916424002,-25.1559164964834,2.23182169889678,2214.8805
16,2.32222797554321,2.15330234587622,2.96466697652331,-1.02120894876663,3.99758088308617,-25.1561291791747,2.22913070390504,2214.877
17,2.32373331185599,2.15423051169324,2.96520402041676,-1.02151488654524,3.99619185495273,-25.1562999852903,2.22792263711056,2214.8757
18,2.32373821545901,2.15424998773066,2.96518574428331,-1.02159552088376,3.99614454229817,-25.156314227223,2.22796279730226,2214.8757
19,2.32373452787948,2.15423534147227,2.96519948819677,-1.02153488270918,3.99618012209034,-25.1563035170862,2.22793259626434,2214.8757
20,2.32373357847572,2.15423157064841,2.96520302670302,-1.0215192708123,3.99618928245921,-25.1563007596557,2.22792482070887,2214.8757
21,2.32373336859249,2.1542307370382,2.96520380895513,-1.02151581951436,3.99619130752781,-25.1563001500748,2.22792310177883,2214.8758
22,2.32373331188048,2.1542305117905,2.96520402032548,-1.02151488694794,3.99619185471644,-25.1562999853615,2.22792263731112,2214.8757
23,2.32373331190495,2.15423051188769,2.96520402023429,-1.02151488735029,3.99619185448036,-25.1562999854325,2.22792263751152,2214.8757
