"iter","lka","lcl","lvc","CcPropSd","pchol__omega_cl_v__etaLcl__etaLcl","pchol__omega_cl_v__etaLcl__etaLvc","pchol__omega_cl_v__etaLvc__etaLvc","objf"
1,2.21156569460688,2.11625551480255,2.92852352386054,-1.20497330465952,3.9902390341261,-25.1564682965436,2.22990049292744,2188.0678
2,2.16067108383356,2.87401867572205,2.52083235543913,-0.762645239048352,3.84243264115252,-25.1675310079519,2.03148322874956,3982.0037
3,2.21014470719906,2.13741240928339,2.91714070733434,-1.19262341924322,3.98611225095556,-25.1567771695926,2.2243606444129,2185.5705
4,2.20683576480505,2.14588228316512,2.9223947947166,-1.17935318393997,3.98121245080612,-25.1571427245733,2.21834638004693,2184.2721
5,2.18397446324538,2.17895053061149,2.95895171482727,-1.1148952516048,3.950827306927,-25.1594142985177,2.18090851566578,2180.5664
6,2.17343281717531,2.18305734757548,2.96250287885858,-1.11043298898599,3.94096775362655,-25.160160586755,2.16739023477083,2180.3713
7,2.15428266999014,2.1817704758854,2.96003002542413,-1.11282308809855,3.92966311278322,-25.1610258712327,2.14998069506025,2180.2249
8,2.13621506110659,2.18184802708753,2.95838475387877,-1.11948532849497,3.93000980133768,-25.1610222933906,2.14666163306222,2180.1827
9,2.12548072886518,2.17765039869532,2.95193796707858,-1.11770235106875,3.93224948154765,-25.1608661356111,2.14563402902996,2180.1788
10,2.12797826043736,2.17639101471516,2.95408058215987,-1.11879769975515,3.93380407198517,-25.1607476631801,2.14797030226081,2180.1716
11,2.12923674526625,2.1781757062963,2.95447397426047,-1.11873245127861,3.93370675341774,-25.1607537600899,2.1482672956893,2180.1673
12,2.12910296565599,2.17829613634938,2.95448717118587,-1.11871778382305,3.9340456125699,-25.1607286996621,2.14850070652903,2180.1672
1,2.21156569460688,2.11625551480255,2.92852352386054,-1.20497330465952,3.9902390341261,-25.1564682965436,2.22990049292744,2196.2312
2,2.33386056489898,2.60346370312308,2.27509166967116,-0.63944042153182,4.0185647307153,-25.1543544729009,2.22185669855454,4629.254
3,2.21563764962851,2.13247769831911,2.9067667231574,-1.18614320608016,3.9911821723149,-25.1563979142392,2.22963266510431,2193.6155
4,2.21697527119674,2.12923731654943,2.90959976117407,-1.17387809349536,3.99153572412344,-25.1563716651085,2.22978769194154,2192.5382
5,2.2260722626532,2.12326296704916,2.91670355582992,-1.10828081725819,3.99476555051321,-25.1561409760486,2.23147287880239,2190.0284
6,2.2320737475528,2.13177889475716,2.92468953651424,-1.09469245605047,3.9990193368397,-25.1558537463958,2.2350176024562,2189.7693
7,2.24722432619766,2.14021240270229,2.93331567041054,-1.08718083471956,4.00969666557085,-25.1551457616078,2.24298529789653,2189.5922
8,2.26678879176687,2.14190937989442,2.93649350247308,-1.08497495294722,4.02172294943265,-25.1543884791876,2.24934790635141,2189.4957
9,2.29079055451892,2.1405021524405,2.94174010981785,-1.08942560123748,4.03262066432275,-25.1538897659436,2.24578692537238,2189.469
10,2.29907606321558,2.14048911063934,2.93786952536917,-1.09043861260726,4.03671847547242,-25.1536738994995,2.24559430057529,2189.4287
11,2.29664412507675,2.13989210882573,2.93743864897986,-1.0908721274668,4.0349329686152,-25.153807346457,2.2436463777942,2189.4245
12,2.29783857325594,2.13946552655201,2.93745072225384,-1.09149139031971,4.03477417281853,-25.1539174303612,2.23896495316495,2189.4192
13,2.30024783827658,2.13962464535277,2.93786087356546,-1.09066474864626,4.03665897866028,-25.1539495699317,2.2337286201362,2189.4145
14,2.30271922756725,2.14092885386851,2.93929825602375,-1.09086410348929,4.04228162815107,-25.1538753632039,2.22674709767556,2189.4094
15,2.30953562346937,2.14015307626016,2.9398936194621,-1.08948393276802,4.05674774890813,-25.1534946738716,2.21703753853475,2189.404
16,2.30085958546667,2.14179526485325,2.93427282332403,-1.09020186349921,4.06907402009539,-25.1534142001121,2.20447445065502,2189.4803
