"iter","objf","t(as.data.frame(as.list(x$par)))"
1,2191.9636,2.21156569460688
1,2191.9636,2.11625551480255
1,2191.9636,2.92852352386054
1,2191.9636,0.3
1,2191.9636,0.104907498512821
1,2191.9636,0.04044436916925
1,2191.9636,0.0639013320160261
1,2191.9636,0.981019437420317
2,5981.1525,2.32955340902136
2,5981.1525,2.69830866018068
2,5981.1525,2.1998600095714
2,5981.1525,0.419901133839612
2,5981.1525,0.0941795619281129
2,5981.1525,0.0375786243957665
2,5981.1525,0.0582777392920731
2,5981.1525,0.97961161128827
3,2183.4725,2.2168670209842
3,2183.4725,2.14240784522026
3,2183.4725,2.89578381763211
3,2183.4725,0.304566003278079
3,2183.4725,0.104396095544036
3,2183.4725,0.0403098643438769
3,2183.4725,0.0636352984420681
3,2183.4725,0.980957718811136
4,2182.4565,2.21945841110047
4,2182.4565,2.14289790165453
4,2182.4565,2.89467134967553
4,2182.4565,0.308270065687265
4,2182.4565,0.103772542987753
4,2182.4565,0.0401275034266184
4,2182.4565,0.0632958578499482
4,2182.4565,0.980873474716561
5,2178.457,2.24084328314391
5,2178.457,2.14318829549295
5,2178.457,2.90210656566819
5,2178.457,0.335478336522859
5,2178.457,0.0980083666939459
5,2178.457,0.0384204218476434
5,2178.457,0.0601394774892536
5,2178.457,0.980047240357374
6,2177.6927,2.25759685205115
6,2177.6927,2.15753105375212
6,2177.6927,2.9161003712512
6,2177.6927,0.341144564426683
6,2177.6927,0.0925611402611603
6,2177.6927,0.0368026173023693
6,2177.6927,0.0571509077157576
6,2177.6927,0.979195551406124
7,2177.0254,2.29447778026661
7,2177.0254,2.15723506679756
7,2177.0254,2.92394287400159
7,2177.0254,0.344573965301151
7,2177.0254,0.0834791491159703
7,2177.0254,0.0340503948226412
7,2177.0254,0.0521190523129663
7,2177.0254,0.97756676330727
8,2176.893,2.31364541002892
8,2176.893,2.15771435090096
8,2176.893,2.92548016554787
8,2176.893,0.342633365436003
8,2176.893,0.0800356256311626
8,2176.893,0.0329635052897355
8,2176.893,0.050174940124614
8,2176.893,0.976851385885459
9,2176.8669,2.3249284357379
9,2176.8669,2.15489253627343
9,2176.8669,2.92506130142334
9,2176.8669,0.341258202885247
9,2176.8669,0.0797152673668485
9,2176.8669,0.0327872971682355
9,2176.8669,0.049934293044507
9,2176.8669,0.976731836255001
10,2176.8572,2.33716623595068
10,2176.8572,2.1545749936171
10,2176.8572,2.92226340787912
10,2176.8572,0.340397224890164
10,2176.8572,0.0795025358483016
10,2176.8572,0.0326324277573561
10,2176.8572,0.0497443142534968
10,2176.8572,0.976625961822618
11,2176.8456,2.33547850509369
11,2176.8456,2.15455445275274
11,2176.8456,2.92334893009035
11,2176.8456,0.340564436890886
11,2176.8456,0.0800276932612068
11,2176.8456,0.0327837669125423
11,2176.8456,0.0500292851829922
11,2176.8456,0.976730437426627
12,2176.8385,2.3364467340062
12,2176.8385,2.15466161181113
12,2176.8385,2.92401497275977
12,2176.8385,0.340643650028411
12,2176.8385,0.0807763071349569
12,2176.8385,0.0329694882091937
12,2176.8385,0.0504114749918681
12,2176.8385,0.976857701025233
13,2176.8325,2.34055622405621
13,2176.8325,2.15544207846509
13,2176.8325,2.9249201908583
13,2176.8325,0.340590711082133
13,2176.8325,0.0813411260915872
13,2176.8325,0.0330696547605312
13,2176.8325,0.0506677598615748
13,2176.8325,0.976926257983559
14,2176.8268,2.34952526093638
14,2176.8268,2.15671665620393
14,2176.8268,2.92627297109324
14,2176.8268,0.340921494370813
14,2176.8268,0.0811551761899167
14,2176.8268,0.0328537848950768
14,2176.8268,0.050436872064963
14,2176.8268,0.976781280570205
15,2176.8268,2.34718386592562
15,2176.8268,2.15773844111568
15,2176.8268,2.92658072227696
15,2176.8268,0.341216053917211
15,2176.8268,0.0812373092840952
15,2176.8268,0.0328379036890252
15,2176.8268,0.0504496540465137
15,2176.8268,0.976770905057938
16,2176.8264,2.34842514796033
16,2176.8264,2.15719674556731
16,2176.8264,2.92641756910812
16,2176.8264,0.341059862535756
16,2176.8264,0.0811937503819217
16,2176.8264,0.0328463218571137
16,2176.8264,0.0504428752976327
16,2176.8264,0.976776405992168
