parameter,n_converged,median,ci_lower,ci_upper
KA,1,8.02997592470256,8.02997592470256,8.02997592470256
CL,1,8.88307047693404,8.88307047693404,8.88307047693404
V,1,18.9286199817762,18.9286199817762,18.9286199817762
omega2_cl,1,0.105650832569437,0.105650832569437,0.105650832569437
omega_cl_v,1,0.0625641503368511,0.0625641503368511,0.0625641503368511
omega2_v,1,0.0385671058527343,0.0385671058527343,0.0385671058527343
rho_cl_v,1,0.980122962655639,0.980122962655639,0.980122962655639
sigma2_prop,1,0.126390815965871,0.126390815965871,0.126390815965871
