parameter,n_converged,median,ci_lower,ci_upper
KA,1,10.2180525643935,10.2180525643935,10.2180525643935
CL,1,8.60017686772547,8.60017686772547,8.60017686772547
V,1,19.3926263233092,19.3926263233092,19.3926263233092
omega2_cl,1,0.132009222772905,0.132009222772905,0.132009222772905
omega_cl_v,1,0.073874653806872,0.073874653806872,0.073874653806872
omega2_v,1,0.0428655087439106,0.0428655087439106,0.0428655087439106
rho_cl_v,1,0.982062958072548,0.982062958072548,0.982062958072548
sigma2_prop,1,0.123048798711981,0.123048798711981,0.123048798711981
