parameter,n_converged,median,ci_lower,ci_upper
KA,1,9.99675236483522,9.99675236483522,9.99675236483522
CL,1,8.39518572342138,8.39518572342138,8.39518572342138
V,1,19.6473688312656,19.6473688312656,19.6473688312656
omega2_cl,1,0.0815887015458361,0.0815887015458361,0.0815887015458361
omega_cl_v,1,0.0524695344011202,0.0524695344011202,0.0524695344011202
omega2_v,1,0.035255434487549,0.035255434487549,0.035255434487549
rho_cl_v,1,0.978316017320659,0.978316017320659,0.978316017320659
sigma2_prop,1,0.132878899487527,0.132878899487527,0.132878899487527
