"trial","execution_state","converged","parameter","estimate"
166,"completed",TRUE,"(etaLcl,etaLvc)",0.0610310647349182
167,"completed",TRUE,"(etaLcl,etaLvc)",0.057620306568445
168,"completed",TRUE,"(etaLcl,etaLvc)",0.0508670515654257
169,"completed",TRUE,"(etaLcl,etaLvc)",0.0482683780212343
170,"completed",TRUE,"(etaLcl,etaLvc)",0.0586907220429492
166,"completed",TRUE,"CcPropSd",0.332168752217961
167,"completed",TRUE,"CcPropSd",0.347002518712505
168,"completed",TRUE,"CcPropSd",0.341291774450631
169,"completed",TRUE,"CcPropSd",0.361443109667797
170,"completed",TRUE,"CcPropSd",0.384402952628122
166,"completed",TRUE,"etaLcl",0.106714137129889
167,"completed",TRUE,"etaLcl",0.104143887843462
168,"completed",TRUE,"etaLcl",0.102530484072881
169,"completed",TRUE,"etaLcl",0.0992605616530722
170,"completed",TRUE,"etaLcl",0.109129349342206
166,"completed",TRUE,"etaLvc",0.0364176808990236
167,"completed",TRUE,"etaLvc",0.0333871375999803
168,"completed",TRUE,"etaLvc",0.0267246256389163
169,"completed",TRUE,"etaLvc",0.0249549045748141
170,"completed",TRUE,"etaLvc",0.0330706907970172
166,"completed",TRUE,"lcl",2.22594747633547
167,"completed",TRUE,"lcl",2.13851640285317
168,"completed",TRUE,"lcl",2.19600917067414
169,"completed",TRUE,"lcl",2.08541046968209
170,"completed",TRUE,"lcl",2.21212858304762
166,"completed",TRUE,"lka",2.41121448004339
167,"completed",TRUE,"lka",2.29234484531297
168,"completed",TRUE,"lka",1.86217559849274
169,"completed",TRUE,"lka",2.16455768929199
170,"completed",TRUE,"lka",2.11751048020238
166,"completed",TRUE,"lvc",3.02699950139238
167,"completed",TRUE,"lvc",2.89624218555074
168,"completed",TRUE,"lvc",2.92481033817597
169,"completed",TRUE,"lvc",2.88204876211984
170,"completed",TRUE,"lvc",2.96189481677132
166,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.979002554449251
167,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.97716764330225
168,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.971749321512232
169,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.969831720176469
170,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.976960570342341
