parameter,n_converged,median,ci_lower,ci_upper
KA,1,11.16860463456,11.16860463456,11.16860463456
CL,1,8.73080265503286,8.73080265503286,8.73080265503286
V,1,19.7415826509582,19.7415826509582,19.7415826509582
omega2_cl,1,0.127480331226433,0.127480331226433,0.127480331226433
omega_cl_v,1,0.0777477786581429,0.0777477786581429,0.0777477786581429
omega2_v,1,0.0489476018764968,0.0489476018764968,0.0489476018764968
rho_cl_v,1,0.984239269122979,0.984239269122979,0.984239269122979
sigma2_prop,1,0.122150053445418,0.122150053445418,0.122150053445418
