parameter,n_converged,median,ci_lower,ci_upper
KA,1,8.87235724759857,8.87235724759857,8.87235724759857
CL,1,8.86839400626403,8.86839400626403,8.86839400626403
V,1,20.5517688407381,20.5517688407381,20.5517688407381
omega2_cl,1,0.131108663506966,0.131108663506966,0.131108663506966
omega_cl_v,1,0.0830798191307977,0.0830798191307977,0.0830798191307977
omega2_v,1,0.0541806927109765,0.0541806927109765,0.0541806927109765
rho_cl_v,1,0.985729083909159,0.985729083909159,0.985729083909159
sigma2_prop,1,0.129115534096967,0.129115534096967,0.129115534096967
