parameter,n_converged,median,ci_lower,ci_upper
KA,1,10.2813843127953,10.2813843127953,10.2813843127953
CL,1,8.65365390097475,8.65365390097475,8.65365390097475
V,1,19.2504245803407,19.2504245803407,19.2504245803407
omega2_cl,1,0.0836105244810879,0.0836105244810879,0.0836105244810879
omega_cl_v,1,0.0463384985021564,0.0463384985021564,0.0463384985021564
omega2_v,1,0.0271749697916976,0.0271749697916976,0.0271749697916976
rho_cl_v,1,0.972135826074719,0.972135826074719,0.972135826074719
sigma2_prop,1,0.112640554247123,0.112640554247123,0.112640554247123
