parameter,n_converged,median,ci_lower,ci_upper
KA,1,9.68196277227404,9.68196277227404,9.68196277227404
CL,1,8.73037772263883,8.73037772263883,8.73037772263883
V,1,18.9492798473144,18.9492798473144,18.9492798473144
omega2_cl,1,0.113894878753722,0.113894878753722,0.113894878753722
omega_cl_v,1,0.0664451520223908,0.0664451520223908,0.0664451520223908
omega2_v,1,0.0402839582923217,0.0402839582923217,0.0402839582923217
rho_cl_v,1,0.980946071521931,0.980946071521931,0.980946071521931
sigma2_prop,1,0.128602224931169,0.128602224931169,0.128602224931169
