"trial","execution_state","converged","parameter","estimate"
406,"completed",TRUE,"(etaLcl,etaLvc)",0.0496231974859149
407,"completed",TRUE,"(etaLcl,etaLvc)",0.0411522098739252
408,"completed",TRUE,"(etaLcl,etaLvc)",0.0568796484885944
409,"completed",TRUE,"(etaLcl,etaLvc)",0.0562324600451075
410,"completed",TRUE,"(etaLcl,etaLvc)",0.0550794998631372
406,"completed",TRUE,"CcPropSd",0.35933231278742
407,"completed",TRUE,"CcPropSd",0.369358075657504
408,"completed",TRUE,"CcPropSd",0.332469719536598
409,"completed",TRUE,"CcPropSd",0.373272351203331
410,"completed",TRUE,"CcPropSd",0.335007856006831
406,"completed",TRUE,"etaLcl",0.0920411441374473
407,"completed",TRUE,"etaLcl",0.0782133316735693
408,"completed",TRUE,"etaLcl",0.0901725652371159
409,"completed",TRUE,"etaLcl",0.103794497112389
410,"completed",TRUE,"etaLcl",0.095567049982202
406,"completed",TRUE,"etaLvc",0.0282485433223022
407,"completed",TRUE,"etaLvc",0.0231299203570953
408,"completed",TRUE,"etaLvc",0.0373952612310053
409,"completed",TRUE,"etaLvc",0.0319687179525275
410,"completed",TRUE,"etaLvc",0.0332523936551483
406,"completed",TRUE,"lcl",2.19312144265306
407,"completed",TRUE,"lcl",2.15093201688356
408,"completed",TRUE,"lcl",2.16863233567129
409,"completed",TRUE,"lcl",2.17503521643253
410,"completed",TRUE,"lcl",2.17209959759967
406,"completed",TRUE,"lka",2.20574016176004
407,"completed",TRUE,"lka",2.35201016064765
408,"completed",TRUE,"lka",2.02143573584209
409,"completed",TRUE,"lka",2.1648854578184
410,"completed",TRUE,"lka",2.10181437963903
406,"completed",TRUE,"lvc",2.97369211361206
407,"completed",TRUE,"lvc",2.94309438055843
408,"completed",TRUE,"lvc",2.92939085895868
409,"completed",TRUE,"lvc",2.96514878017734
410,"completed",TRUE,"lvc",2.92076605892238
406,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.973185683858614
407,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.967532807298085
408,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.979515709860456
409,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.976196640633088
410,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.97706721591104
