parameter,n_converged,median,ci_lower,ci_upper
KA,1,9.34744965783135,9.34744965783135,9.34744965783135
CL,1,8.53458430007072,8.53458430007072,8.53458430007072
V,1,18.4105002047289,18.4105002047289,18.4105002047289
omega2_cl,1,0.108879745130721,0.108879745130721,0.108879745130721
omega_cl_v,1,0.0578850689757614,0.0578850689757614,0.0578850689757614
omega2_v,1,0.0322805516160109,0.0322805516160109,0.0322805516160109
rho_cl_v,1,0.97638822575879,0.97638822575879,0.97638822575879
sigma2_prop,1,0.0925802450702167,0.0925802450702167,0.0925802450702167
