"trial","execution_state","converged","parameter","estimate"
471,"completed",TRUE,"(etaLcl,etaLvc)",0.0732496942313899
472,"completed",TRUE,"(etaLcl,etaLvc)",0.0794913165748645
473,"completed",TRUE,"(etaLcl,etaLvc)",0.04496404418559
474,"completed",TRUE,"(etaLcl,etaLvc)",0.0615517994877152
475,"completed",TRUE,"(etaLcl,etaLvc)",0.0631827384226129
471,"completed",TRUE,"CcPropSd",0.346645366874841
472,"completed",TRUE,"CcPropSd",0.350352021797921
473,"completed",TRUE,"CcPropSd",0.363867043633843
474,"completed",TRUE,"CcPropSd",0.383220154582462
475,"completed",TRUE,"CcPropSd",0.372668094669633
471,"completed",TRUE,"etaLcl",0.131214728282842
472,"completed",TRUE,"etaLcl",0.127320993051695
473,"completed",TRUE,"etaLcl",0.102952157353244
474,"completed",TRUE,"etaLcl",0.105050358642419
475,"completed",TRUE,"etaLcl",0.0998496438129966
471,"completed",TRUE,"etaLvc",0.0424127114331149
472,"completed",TRUE,"etaLvc",0.0511621675012737
473,"completed",TRUE,"etaLvc",0.0211035415369046
474,"completed",TRUE,"etaLvc",0.0375809168583694
475,"completed",TRUE,"etaLvc",0.0415032863832765
471,"completed",TRUE,"lcl",2.20539772758593
472,"completed",TRUE,"lcl",2.16772088767823
473,"completed",TRUE,"lcl",2.12692864976476
474,"completed",TRUE,"lcl",2.16189462102853
475,"completed",TRUE,"lcl",2.17637360759119
471,"completed",TRUE,"lka",2.15050514043751
472,"completed",TRUE,"lka",2.41185189777146
473,"completed",TRUE,"lka",2.23373910095659
474,"completed",TRUE,"lka",2.02691798402639
475,"completed",TRUE,"lka",2.20157562728519
471,"completed",TRUE,"lvc",2.96518561642248
472,"completed",TRUE,"lvc",2.98413287128242
473,"completed",TRUE,"lvc",2.89919284436523
474,"completed",TRUE,"lvc",2.94098811219888
475,"completed",TRUE,"lvc",2.95738776804155
471,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.981898292005355
472,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.984906976612327
473,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.964650443588805
474,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.979621478995942
475,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.981485620679837
