"trial","execution_state","converged","parameter","estimate"
496,"completed",TRUE,"(etaLcl,etaLvc)",0.0688786829226587
497,"completed",TRUE,"(etaLcl,etaLvc)",0.0550257894638556
498,"completed",TRUE,"(etaLcl,etaLvc)",0.0561518938840999
499,"completed",TRUE,"(etaLcl,etaLvc)",0.0600485841813477
500,"completed",TRUE,"(etaLcl,etaLvc)",0.0601656721785792
496,"completed",TRUE,"CcPropSd",0.347157835113084
497,"completed",TRUE,"CcPropSd",0.341341251199625
498,"completed",TRUE,"CcPropSd",0.335848468060338
499,"completed",TRUE,"CcPropSd",0.353176995857722
500,"completed",TRUE,"CcPropSd",0.377896615668885
496,"completed",TRUE,"etaLcl",0.0969049591593389
497,"completed",TRUE,"etaLcl",0.104788395985742
498,"completed",TRUE,"etaLcl",0.0890598198054134
499,"completed",TRUE,"etaLcl",0.107418026026942
500,"completed",TRUE,"etaLcl",0.112736214013084
496,"completed",TRUE,"etaLvc",0.0504927320420947
497,"completed",TRUE,"etaLvc",0.0303946556555091
498,"completed",TRUE,"etaLvc",0.0369193328443506
499,"completed",TRUE,"etaLvc",0.035079001854383
500,"completed",TRUE,"etaLvc",0.0336164439139471
496,"completed",TRUE,"lcl",2.13321765799738
497,"completed",TRUE,"lcl",2.16998323093131
498,"completed",TRUE,"lcl",2.15588363766259
499,"completed",TRUE,"lcl",2.17686869634071
500,"completed",TRUE,"lcl",2.1578006750605
496,"completed",TRUE,"lka",2.35407100687212
497,"completed",TRUE,"lka",2.43685851969034
498,"completed",TRUE,"lka",2.26457020455903
499,"completed",TRUE,"lka",2.46930380546063
500,"completed",TRUE,"lka",2.22221425628376
496,"completed",TRUE,"lvc",2.96739684971742
497,"completed",TRUE,"lvc",3.02730496051696
498,"completed",TRUE,"lvc",2.9859363868218
499,"completed",TRUE,"lvc",2.98049660236813
500,"completed",TRUE,"lvc",2.93005517107854
496,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.984685171021437
497,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.975014494818472
498,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.979256764861789
499,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.978229092984869
500,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.977329853780272
