"iter","lka","lcl","lvc","CcPropSd","pchol__omega_cl_v__etaLcl__etaLcl","pchol__omega_cl_v__etaLcl__etaLvc","pchol__omega_cl_v__etaLvc__etaLvc","objf"
1,2.21156569460688,2.11625551480255,2.92852352386054,-1.20497330465952,3.9902390341261,-25.1564682965436,2.22990049292744,2247.3675
2,2.19463878241057,2.64372573347217,3.00319487614758,-0.425497068227823,3.74355095714112,-25.1749094224033,2.01279556070224,2478.7871
3,2.20861583269289,2.20817802794449,2.94153653979771,-1.06913356991972,3.94724857287161,-25.1596820412712,2.19206550190939,2231.2939
4,2.20159796120492,2.21472297828324,3.01341730188599,-0.988038808717563,3.91572916716102,-25.1620363845284,2.16726459968289,2221.5562
5,2.20171276698505,2.22034838787646,3.01541891366083,-0.989465920041244,3.91137382752519,-25.1623663921934,2.16496697220239,2221.3394
6,2.2028957257099,2.24023770948444,3.02640455488506,-1.00103821183827,3.88782362650183,-25.164150801506,2.15410487483852,2220.7961
7,2.20558799650777,2.24158450513062,3.02757898624978,-1.00674762768534,3.86978770572177,-25.1655156183059,2.14854346180002,2220.596
8,2.21632034716601,2.23635592031402,3.02274842406362,-1.01506438083391,3.81769859341137,-25.1694708527282,2.14668957249873,2220.2509
9,2.22663451759667,2.22720550075825,3.02202135602969,-1.03522071420411,3.77881649441989,-25.1725060087936,2.17785937746447,2220.1486
10,2.22863582188387,2.22602747186755,3.01677586907863,-1.02947277742072,3.77217973470291,-25.1730148112877,2.18084104120759,2220.0018
11,2.23143393028413,2.2240804740869,3.01341979568381,-1.02389443104325,3.76309288376076,-25.1737385023723,2.19465203114061,2219.894
12,2.23748378223984,2.22306922005476,3.01182160248712,-1.01897040898385,3.73634098048548,-25.1758528951975,2.22406866751863,2219.756
13,2.24197834757026,2.2305427523951,3.0189624902988,-1.00967176410317,3.69163762875379,-25.1793995541158,2.2611749125463,2219.6013
14,2.25047825598066,2.23564077048797,3.01489309664692,-1.03024621068308,3.62963245202093,-25.1843871437934,2.32006489819628,2219.7984
15,2.243821678546,2.23164833309217,3.01807998204002,-1.01413363743853,3.67819088822328,-25.1804811867762,2.27394607777162,2219.5851
16,2.24360201541946,2.23057846136916,3.01951653833539,-1.01497145426907,3.66626283858952,-25.1814636096715,2.28404365529691,2219.568
17,2.24275890828556,2.23048757132523,3.01960867618159,-1.01533429576206,3.6662049548093,-25.1814854785702,2.28410922886762,2219.5665
18,2.23728549289662,2.23049327546138,3.01977960235119,-1.01634178676935,3.66654467489061,-25.1815711784124,2.28419597992598,2219.5594
19,2.23044835822363,2.23079211171194,3.01946999952388,-1.01629176751479,3.6656321301485,-25.1817967303555,2.28565667142387,2219.5525
20,2.22144107102261,2.22731988062074,3.0154149062617,-1.01562226547368,3.65624013707678,-25.1829223024011,2.29705449486641,2219.5515
21,2.22229532668057,2.23018442256798,3.01719883633233,-1.01543546798543,3.66301466643987,-25.1823598967375,2.29087778011467,2219.546
22,2.22308934760062,2.23016126400259,3.01733261568532,-1.01511725872813,3.66335824203786,-25.1823447162955,2.29044852837587,2219.5459
1,2.21156569460688,2.11625551480255,2.92852352386054,-1.20497330465952,3.9902390341261,-25.1564682965436,2.22990049292744,2262.9776
2,2.19069885024564,2.61991355931318,2.4504054026487,-0.487573430152669,4.02518830146089,-25.153809469126,2.19241568824513,3735.5219
3,2.21002910966023,2.15334369910371,2.89331603895983,-1.1521456787468,3.99281261531323,-25.1562725067963,2.2271402007814,2254.792
4,2.20548784147863,2.14874388710899,2.9053341241956,-1.12040649157089,3.99463495158193,-25.1561338769471,2.22645916702547,2249.4286
5,2.19030890535383,2.15353988102711,2.92910203997811,-1.02300154579134,4.00334866095257,-25.1554866858079,2.22514861582499,2242.7791
6,2.17812300261854,2.16884260446666,2.94478357288604,-0.997519368541421,4.01470683315163,-25.1546607440034,2.22852024134525,2241.8876
7,2.15531336595501,2.18340699282984,2.95734177868265,-0.985974656695021,4.04346158919286,-25.1525672596958,2.23739395920527,2241.2761
8,2.12315035677657,2.18552666000303,2.95775917731359,-0.976481764214946,4.08924541444152,-25.1492346171719,2.24479690551426,2240.7926
9,2.07968038525388,2.17714642997811,2.96024833781181,-0.992097304886001,4.16279304214107,-25.1439296104909,2.22554284326756,2240.6061
10,2.06355260698522,2.17788233331126,2.9463155549485,-0.987799880139843,4.19253301399357,-25.1417756329818,2.22000896315908,2240.2166
11,2.07018285939322,2.17418367393919,2.94311752969445,-0.991380630745701,4.1871465890694,-25.1421792524425,2.21133528342478,2240.1286
12,2.06738952526596,2.16963879118292,2.93985683137311,-1.00063460150432,4.21805918529363,-25.1399997846883,2.16902118611255,2239.9103
13,2.0830413981187,2.16308701838187,2.94225589431965,-0.970957760869603,4.28288615701118,-25.1354192473665,2.07469250676116,2240.043
14,2.07406073882179,2.16684626431178,2.94087937106538,-0.987985601387902,4.24569003666678,-25.1380474469098,2.12881598061969,2239.7476
15,2.07171442422017,2.17184832629862,2.94628774580767,-0.99519075106671,4.2974842026142,-25.1343519746451,2.0800360969228,2239.5865
16,2.07604418601078,2.17512074837494,2.95126472590843,-0.992845163986718,4.32628667940213,-25.1322423468946,2.07491268073292,2239.4926
17,2.09956736824364,2.18359829766443,2.95023451119377,-0.985958390745123,4.3489782943711,-25.1305880660894,2.07347069767798,2239.7051
18,2.08048390926945,2.1767207858352,2.95107028502943,-0.991545366746903,4.33056945414567,-25.1319301209,2.07464052343532,2239.4803
19,2.08666205218528,2.17799119267379,2.95558173051081,-0.98820959883196,4.35187063269059,-25.1303645181491,2.07399076390527,2239.4489
20,2.09160145614931,2.17757519422941,2.95599165689575,-0.988984117355286,4.35230375098809,-25.1303485799863,2.07348213163647,2239.4405
21,2.09947323088026,2.17720116811961,2.9565418837169,-0.990436746713229,4.34876210069651,-25.1306515333142,2.07372469198065,2239.4349
22,2.09985810628751,2.17745626450319,2.95679926759771,-0.990321887913112,4.34800312719892,-25.1307417598676,2.07362574624665,2239.4349
23,2.09961646313575,2.17729610281717,2.95663766971174,-0.990394001750331,4.34847964698846,-25.1306851113306,2.07368786910139,2239.435
24,2.09948198502288,2.17720697038726,2.95654773801458,-0.990434134204612,4.34874483754557,-25.1306535855527,2.07372244142098,2239.435
25,2.09947327330374,2.177201196238,2.95654191208743,-0.990436734052742,4.34876201703749,-25.1306515432595,2.0737246810742,2239.4349
26,2.09947323983305,2.17720117405355,2.95654188970405,-0.990436744041436,4.34876208304161,-25.130651535413,2.07372468967902,2239.4349
27,2.09947323276951,2.17720116937181,2.95654188498033,-0.990436746149418,4.34876209697091,-25.1306515337571,2.07372469149495,2239.4349
28,2.09947323127912,2.17720116838398,2.95654188398364,-0.990436746594197,4.34876209990996,-25.1306515334077,2.07372469187811,2239.4349
29,2.09947323159407,2.17720116859273,2.95654188419426,-0.990436746500204,4.34876209928886,-25.1306515334815,2.07372469179714,2239.4349
30,2.09947323134529,2.17720116842784,2.95654188402789,-0.990436746574449,4.34876209977946,-25.1306515334232,2.0737246918611,2239.4349
31,2.09947323139787,2.17720116846268,2.95654188406305,-0.990436746558759,4.34876209967579,-25.1306515334355,2.07372469184758,2239.4349
32,2.09947323143933,2.17720116849016,2.95654188409078,-0.990436746546385,4.34876209959402,-25.1306515334452,2.07372469183692,2239.4349
33,2.09947323147203,2.17720116851184,2.95654188411264,-0.990436746536626,4.34876209952953,-25.1306515334529,2.07372469182851,2239.4349
34,2.09947323149782,2.17720116852893,2.95654188412989,-0.990436746528929,4.34876209947867,-25.130651533459,2.07372469182188,2239.4349
35,2.09947323151816,2.17720116854241,2.9565418841435,-0.990436746522859,4.34876209943856,-25.1306515334637,2.07372469181665,2239.4349
36,2.0994732315342,2.17720116855305,2.95654188415422,-0.990436746518071,4.34876209940693,-25.1306515334675,2.07372469181253,2239.4349
