"trial","execution_state","converged","parameter","estimate"
61,"completed",TRUE,"(etaLcl,etaLvc)",0.0400164839058488
62,"completed",TRUE,"(etaLcl,etaLvc)",0.0554931615528474
63,"completed",TRUE,"(etaLcl,etaLvc)",0.0857472365288669
64,"completed",TRUE,"(etaLcl,etaLvc)",0.0731335333061281
65,"completed",TRUE,"(etaLcl,etaLvc)",0.0583632164472297
61,"completed",TRUE,"CcPropSd",0.368638126378249
62,"completed",TRUE,"CcPropSd",0.320576950983795
63,"completed",TRUE,"CcPropSd",0.36601941251343
64,"completed",TRUE,"CcPropSd",0.375390609846791
65,"completed",TRUE,"CcPropSd",0.362186770216275
61,"completed",TRUE,"etaLcl",0.0849441389089467
62,"completed",TRUE,"etaLcl",0.0970076909067083
63,"completed",TRUE,"etaLcl",0.147369641040905
64,"completed",TRUE,"etaLcl",0.11671760349288
65,"completed",TRUE,"etaLcl",0.11325541977031
61,"completed",TRUE,"etaLvc",0.0203144955107573
62,"completed",TRUE,"etaLvc",0.0332522569463755
63,"completed",TRUE,"etaLvc",0.0514242913982862
64,"completed",TRUE,"etaLvc",0.0473536978885523
65,"completed",TRUE,"etaLvc",0.0315781357608119
61,"completed",TRUE,"lcl",2.20969341299567
62,"completed",TRUE,"lcl",2.22676215850749
63,"completed",TRUE,"lcl",2.19728314184473
64,"completed",TRUE,"lcl",2.16633668668803
65,"completed",TRUE,"lcl",2.25932853432979
61,"completed",TRUE,"lka",2.48271627366451
62,"completed",TRUE,"lka",2.31954595956516
63,"completed",TRUE,"lka",2.24451285400878
64,"completed",TRUE,"lka",2.304704291771
65,"completed",TRUE,"lka",2.2920252025634
61,"completed",TRUE,"lvc",3.01098663457832
62,"completed",TRUE,"lvc",3.00702726464223
63,"completed",TRUE,"lvc",2.98557584843751
64,"completed",TRUE,"lvc",2.95277717338201
65,"completed",TRUE,"lvc",3.02831288342829
61,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.963316937489199
62,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.97707031904217
63,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.984990317971075
64,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.98371982893268
65,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.975925076570739
