"trial","execution_state","converged","attempts","convergence","value","eval_fn","eval_gr","log_n","failed_clients_n","message","result_file","trace_file","final_file"
266,"completed",TRUE,1,0,2212.3366,31,31,31,0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/optim_result_trial_266_20260523-061834.json","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/optim_trace_trial_266_20260523-061834.csv","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/final_params_trial_266_20260523-061834.csv"
267,"completed",TRUE,1,0,2206.1534,37,37,37,0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/optim_result_trial_267_20260523-062230.json","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/optim_trace_trial_267_20260523-062230.csv","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/final_params_trial_267_20260523-062230.csv"
268,"completed",TRUE,1,0,2213.8976,23,23,23,0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/optim_result_trial_268_20260523-062712.json","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/optim_trace_trial_268_20260523-062712.csv","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/final_params_trial_268_20260523-062712.csv"
269,"completed",TRUE,1,0,2275.752,17,17,17,0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/optim_result_trial_269_20260523-063009.json","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/optim_trace_trial_269_20260523-063009.csv","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/final_params_trial_269_20260523-063009.csv"
270,"completed",TRUE,1,0,2160.6603,19,19,19,0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/optim_result_trial_270_20260523-063219.json","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/optim_trace_trial_270_20260523-063219.csv","/project/results/runs/scenario2/bootstrap/federated/scenario2/raw_runs/run_20260523-061834/final_params_trial_270_20260523-063219.csv"
