parameter,n_converged,median,ci_lower,ci_upper
KA,1,8.22035422251076,8.22035422251076,8.22035422251076
CL,1,8.27594837952383,8.27594837952383,8.27594837952383
V,1,17.6970945254234,17.6970945254234,17.6970945254234
omega2_cl,1,0.0903386810429545,0.0903386810429545,0.0903386810429545
omega_cl_v,1,0.0550070979451824,0.0550070979451824,0.0550070979451824
omega2_v,1,0.0350056571690612,0.0350056571690612,0.0350056571690612
rho_cl_v,1,0.978166404609036,0.978166404609036,0.978166404609036
sigma2_prop,1,0.122376597644812,0.122376597644812,0.122376597644812
