"trial","execution_state","converged","parameter","estimate"
86,"completed",TRUE,"(etaLcl,etaLvc)",0.0781480610916861
87,"completed",TRUE,"(etaLcl,etaLvc)",0.0659222380460205
88,"completed",TRUE,"(etaLcl,etaLvc)",0.0714262162469177
89,"completed",TRUE,"(etaLcl,etaLvc)",0.0719305701055087
90,"completed",TRUE,"(etaLcl,etaLvc)",0.0569654683088268
86,"completed",TRUE,"CcPropSd",0.355504683495494
87,"completed",TRUE,"CcPropSd",0.399223349770347
88,"completed",TRUE,"CcPropSd",0.339594384073177
89,"completed",TRUE,"CcPropSd",0.337241882229868
90,"completed",TRUE,"CcPropSd",0.316283954534646
86,"completed",TRUE,"etaLcl",0.117140125489553
87,"completed",TRUE,"etaLcl",0.123567996196191
88,"completed",TRUE,"etaLcl",0.128476877354091
89,"completed",TRUE,"etaLcl",0.13366930212283
90,"completed",TRUE,"etaLcl",0.0909689468927262
86,"completed",TRUE,"etaLvc",0.0536713441567669
87,"completed",TRUE,"etaLvc",0.0366814564284052
88,"completed",TRUE,"etaLvc",0.0412290743844886
89,"completed",TRUE,"etaLvc",0.0402255928036871
90,"completed",TRUE,"etaLvc",0.037188291423279
86,"completed",TRUE,"lcl",2.21683208115473
87,"completed",TRUE,"lcl",2.23143910192042
88,"completed",TRUE,"lcl",2.23334301594263
89,"completed",TRUE,"lcl",2.16780176955184
90,"completed",TRUE,"lcl",2.13017808138313
86,"completed",TRUE,"lka",2.09790956761564
87,"completed",TRUE,"lka",2.38414937787603
88,"completed",TRUE,"lka",2.5345769334317
89,"completed",TRUE,"lka",2.27057144439265
90,"completed",TRUE,"lka",2.25411763893029
86,"completed",TRUE,"lvc",2.92887201400722
87,"completed",TRUE,"lvc",3.06022642758218
88,"completed",TRUE,"lvc",3.00895907856524
89,"completed",TRUE,"lvc",2.9415740583534
90,"completed",TRUE,"lvc",2.91959846162981
86,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.985585099167459
87,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.979164491130809
88,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.981393925850071
89,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.980949015402705
90,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.97940423065082
