"trial","execution_state","converged","parameter","estimate"
346,"completed",TRUE,"(etaLcl,etaLvc)",0.0391758926731611
347,"completed",TRUE,"(etaLcl,etaLvc)",0.0325783668119211
348,"completed",TRUE,"(etaLcl,etaLvc)",0.0754781750147483
349,"completed",TRUE,"(etaLcl,etaLvc)",0.0601253306698155
350,"completed",TRUE,"(etaLcl,etaLvc)",0.0491815299602647
346,"completed",TRUE,"CcPropSd",0.343540165246608
347,"completed",TRUE,"CcPropSd",0.360080542178363
348,"completed",TRUE,"CcPropSd",0.369451884323176
349,"completed",TRUE,"CcPropSd",0.333208199081247
350,"completed",TRUE,"CcPropSd",0.369446528005512
346,"completed",TRUE,"etaLcl",0.0726839084791959
347,"completed",TRUE,"etaLcl",0.0698917881992274
348,"completed",TRUE,"etaLcl",0.133299407665452
349,"completed",TRUE,"etaLcl",0.0868437329040532
350,"completed",TRUE,"etaLcl",0.0819274516253344
346,"completed",TRUE,"etaLvc",0.0225904414264268
347,"completed",TRUE,"etaLvc",0.0166249626420455
348,"completed",TRUE,"etaLvc",0.0442622360483957
349,"completed",TRUE,"etaLvc",0.0431535118373403
350,"completed",TRUE,"etaLvc",0.0310270749860967
346,"completed",TRUE,"lcl",2.20268787018636
347,"completed",TRUE,"lcl",2.10074553095861
348,"completed",TRUE,"lcl",2.19350861076151
349,"completed",TRUE,"lcl",2.16712593692253
350,"completed",TRUE,"lcl",2.19551768587325
346,"completed",TRUE,"lka",2.20949904969899
347,"completed",TRUE,"lka",2.39090910723166
348,"completed",TRUE,"lka",2.42246782491853
349,"completed",TRUE,"lka",2.46189360885083
350,"completed",TRUE,"lka",1.96637402853418
346,"completed",TRUE,"lvc",2.99455351204384
347,"completed",TRUE,"lvc",2.93908353673088
348,"completed",TRUE,"lvc",3.00484636228118
349,"completed",TRUE,"lvc",2.9820387506645
350,"completed",TRUE,"lvc",2.95849186114412
346,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.966801701656751
347,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.955731485885023
348,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982631327983404
349,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982155299109664
350,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.975476685786761
