parameter,n_converged,median,ci_lower,ci_upper
KA,1,9.56754550008455,9.56754550008455,9.56754550008455
CL,1,8.1145881195496,8.1145881195496,8.1145881195496
V,1,17.9642484232032,17.9642484232032,17.9642484232032
omega2_cl,1,0.0999726394606702,0.0999726394606702,0.0999726394606702
omega_cl_v,1,0.0517020260515765,0.0517020260515765,0.0517020260515765
omega2_v,1,0.0282347076352282,0.0282347076352282,0.0282347076352282
rho_cl_v,1,0.973140025157305,0.973140025157305,0.973140025157305
sigma2_prop,1,0.112810078588768,0.112810078588768,0.112810078588768
