"trial","execution_state","converged","parameter","estimate"
311,"completed",TRUE,"(etaLcl,etaLvc)",0.0525145533577172
312,"completed",TRUE,"(etaLcl,etaLvc)",0.073213943905692
313,"completed",TRUE,"(etaLcl,etaLvc)",0.0551670573355417
314,"completed",TRUE,"(etaLcl,etaLvc)",0.0736388923779415
315,"completed",TRUE,"(etaLcl,etaLvc)",0.0646333207459377
311,"completed",TRUE,"CcPropSd",0.364553249627396
312,"completed",TRUE,"CcPropSd",0.351074956823577
313,"completed",TRUE,"CcPropSd",0.352710921638397
314,"completed",TRUE,"CcPropSd",0.384049112911914
315,"completed",TRUE,"CcPropSd",0.341932622013546
311,"completed",TRUE,"etaLcl",0.081686250774329
312,"completed",TRUE,"etaLcl",0.130953617808063
313,"completed",TRUE,"etaLcl",0.101861523621371
314,"completed",TRUE,"etaLcl",0.121170363162423
315,"completed",TRUE,"etaLcl",0.111883532827176
311,"completed",TRUE,"etaLvc",0.0352739827825677
312,"completed",TRUE,"etaLvc",0.0424543234878632
313,"completed",TRUE,"etaLvc",0.031380372409595
314,"completed",TRUE,"etaLvc",0.0462804157916729
315,"completed",TRUE,"etaLvc",0.0388549127552952
311,"completed",TRUE,"lcl",2.12821336663251
312,"completed",TRUE,"lcl",2.15167547385718
313,"completed",TRUE,"lcl",2.13550091695949
314,"completed",TRUE,"lcl",2.22164937476594
315,"completed",TRUE,"lcl",2.15721842292675
311,"completed",TRUE,"lka",2.30160289755081
312,"completed",TRUE,"lka",2.32145537984006
313,"completed",TRUE,"lka",2.41980102174759
314,"completed",TRUE,"lka",2.03789172073249
315,"completed",TRUE,"lka",2.3666930870176
311,"completed",TRUE,"lvc",2.97824725443814
312,"completed",TRUE,"lvc",2.96469370854071
313,"completed",TRUE,"lvc",2.97400045181596
314,"completed",TRUE,"lvc",2.96506800402367
315,"completed",TRUE,"lvc",2.95677812153493
311,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.978313271688322
312,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.981915440402768
313,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.975766015604764
314,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.983355195604308
315,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.980280616256083
