"trial","execution_state","converged","parameter","estimate"
356,"completed",TRUE,"(etaLcl,etaLvc)",0.0790425645634692
357,"completed",TRUE,"(etaLcl,etaLvc)",0.0598509721329376
358,"completed",TRUE,"(etaLcl,etaLvc)",0.0543834923486013
359,"completed",TRUE,"(etaLcl,etaLvc)",0.102874083353466
360,"completed",TRUE,"(etaLcl,etaLvc)",0.0646189601161298
356,"completed",TRUE,"CcPropSd",0.343376747890622
357,"completed",TRUE,"CcPropSd",0.324310462898573
358,"completed",TRUE,"CcPropSd",0.339325076561374
359,"completed",TRUE,"CcPropSd",0.346701138217729
360,"completed",TRUE,"CcPropSd",0.371504043649742
356,"completed",TRUE,"etaLcl",0.124275865825445
357,"completed",TRUE,"etaLcl",0.0981023726529106
358,"completed",TRUE,"etaLcl",0.118215558244509
359,"completed",TRUE,"etaLcl",0.161889310532831
360,"completed",TRUE,"etaLcl",0.0949023158051189
356,"completed",TRUE,"etaLvc",0.0518068291900145
357,"completed",TRUE,"etaLvc",0.0380314830319693
358,"completed",TRUE,"etaLvc",0.0265055429487511
359,"completed",TRUE,"etaLvc",0.0669161230670562
360,"completed",TRUE,"etaLvc",0.0455276202330523
356,"completed",TRUE,"lcl",2.23032709740653
357,"completed",TRUE,"lcl",2.15401977438466
358,"completed",TRUE,"lcl",2.15753290779508
359,"completed",TRUE,"lcl",2.240022182533
360,"completed",TRUE,"lcl",2.15900513170626
356,"completed",TRUE,"lka",2.35073104763298
357,"completed",TRUE,"lka",2.32557686181656
358,"completed",TRUE,"lka",2.4945983284601
359,"completed",TRUE,"lka",2.27596281271682
360,"completed",TRUE,"lka",2.24504400798022
356,"completed",TRUE,"lvc",3.00222046891097
357,"completed",TRUE,"lvc",2.97790770467403
358,"completed",TRUE,"lvc",2.99151395741136
359,"completed",TRUE,"lvc",3.01512744668505
360,"completed",TRUE,"lvc",2.96913513261152
356,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.985085933699142
357,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.97985050952712
358,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.971541646796777
359,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.988397199414323
360,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.983069188848603
