parameter,n_converged,median,ci_lower,ci_upper
KA,1,13.7617001286903,13.7617001286903,13.7617001286903
CL,1,9.5959085998924,9.5959085998924,9.5959085998924
V,1,20.6089871426178,20.6089871426178,20.6089871426178
omega2_cl,1,0.136776900874371,0.136776900874371,0.136776900874371
omega_cl_v,1,0.0672811095423747,0.0672811095423747,0.0672811095423747
omega2_v,1,0.0346069867328678,0.0346069867328678,0.0346069867328678
rho_cl_v,1,0.977923476319511,0.977923476319511,0.977923476319511
sigma2_prop,1,0.131322482759528,0.131322482759528,0.131322482759528
