"trial","execution_state","converged","parameter","estimate"
151,"completed",TRUE,"(etaLcl,etaLvc)",0.0622151128877158
152,"completed",TRUE,"(etaLcl,etaLvc)",0.0572699006579206
153,"completed",TRUE,"(etaLcl,etaLvc)",0.0668327929850046
154,"completed",TRUE,"(etaLcl,etaLvc)",0.0490948212554412
155,"completed",TRUE,"(etaLcl,etaLvc)",0.0627489650254417
151,"completed",TRUE,"CcPropSd",0.377268325399177
152,"completed",TRUE,"CcPropSd",0.348865056643133
153,"completed",TRUE,"CcPropSd",0.358918191711279
154,"completed",TRUE,"CcPropSd",0.376432898749628
155,"completed",TRUE,"CcPropSd",0.400410921574633
151,"completed",TRUE,"etaLcl",0.105445797299903
152,"completed",TRUE,"etaLcl",0.10695890061664
153,"completed",TRUE,"etaLcl",0.110239049682785
154,"completed",TRUE,"etaLcl",0.0859099674735523
155,"completed",TRUE,"etaLcl",0.0928920772727751
151,"completed",TRUE,"etaLvc",0.0382249758435051
152,"completed",TRUE,"etaLvc",0.0321687502955383
153,"completed",TRUE,"etaLvc",0.0420403409684297
154,"completed",TRUE,"etaLvc",0.0295551306022537
155,"completed",TRUE,"etaLvc",0.0439140464119532
151,"completed",TRUE,"lcl",2.18010326648648
152,"completed",TRUE,"lcl",2.17719156507017
153,"completed",TRUE,"lcl",2.13218223139903
154,"completed",TRUE,"lcl",2.17325076127296
155,"completed",TRUE,"lcl",2.21640111475452
151,"completed",TRUE,"lka",2.37682461578428
152,"completed",TRUE,"lka",2.7207456796686
153,"completed",TRUE,"lka",2.0645824233848
154,"completed",TRUE,"lka",2.23328495661509
155,"completed",TRUE,"lka",2.16452902085582
151,"completed",TRUE,"lvc",2.9605958627101
152,"completed",TRUE,"lvc",3.02706702330478
153,"completed",TRUE,"lvc",2.91865359559454
154,"completed",TRUE,"lvc",2.95420523740454
155,"completed",TRUE,"lvc",2.96165017606029
151,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.979958414072889
152,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.976339521991257
153,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.981722547599816
154,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.974310683009603
155,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982461411300118
