"trial","execution_state","converged","parameter","estimate"
96,"completed",TRUE,"(etaLcl,etaLvc)",0.0511206344694652
97,"completed",TRUE,"(etaLcl,etaLvc)",0.0571841484315246
98,"completed",TRUE,"(etaLcl,etaLvc)",0.0573645877599724
99,"completed",TRUE,"(etaLcl,etaLvc)",0.0640217357548132
100,"completed",TRUE,"(etaLcl,etaLvc)",0.0802917739656409
96,"completed",TRUE,"CcPropSd",0.359154055182656
97,"completed",TRUE,"CcPropSd",0.339593113912705
98,"completed",TRUE,"CcPropSd",0.34339162364367
99,"completed",TRUE,"CcPropSd",0.333215713109973
100,"completed",TRUE,"CcPropSd",0.344623712560454
96,"completed",TRUE,"etaLcl",0.081801590743493
97,"completed",TRUE,"etaLcl",0.080343165464172
98,"completed",TRUE,"etaLcl",0.10248683630026
99,"completed",TRUE,"etaLcl",0.111061755775238
100,"completed",TRUE,"etaLcl",0.110896312669426
96,"completed",TRUE,"etaLvc",0.0334563954149149
97,"completed",TRUE,"etaLvc",0.0422263589453713
98,"completed",TRUE,"etaLvc",0.0336164569414631
99,"completed",TRUE,"etaLvc",0.0384219507854221
100,"completed",TRUE,"etaLvc",0.0596753359398017
96,"completed",TRUE,"lcl",2.18173338776338
97,"completed",TRUE,"lcl",2.22088971870238
98,"completed",TRUE,"lcl",2.21811269204712
99,"completed",TRUE,"lcl",2.10404888552786
100,"completed",TRUE,"lcl",2.15257801736608
96,"completed",TRUE,"lka",2.05694042507506
97,"completed",TRUE,"lka",2.18153867246706
98,"completed",TRUE,"lka",2.18385758989295
99,"completed",TRUE,"lka",2.33950657760673
100,"completed",TRUE,"lka",2.21271747276423
96,"completed",TRUE,"lvc",2.92973602539734
97,"completed",TRUE,"lvc",2.97620032135267
98,"completed",TRUE,"lvc",2.98282025747858
99,"completed",TRUE,"lvc",2.90104300949949
100,"completed",TRUE,"lvc",2.90739033233077
96,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.977182738011666
97,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.981769127499105
98,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.977313424392312
99,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.980066334587818
100,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.986995253333268
