parameter,n_converged,median,ci_lower,ci_upper
KA,1,10.8898706390826,10.8898706390826,10.8898706390826
CL,1,8.73928469702087,8.73928469702087,8.73928469702087
V,1,18.3462591355887,18.3462591355887,18.3462591355887
omega2_cl,1,0.0867427323108969,0.0867427323108969,0.0867427323108969
omega_cl_v,1,0.0412840381320568,0.0412840381320568,0.0412840381320568
omega2_v,1,0.0211187209950985,0.0211187209950985,0.0211187209950985
rho_cl_v,1,0.964565702049713,0.964565702049713,0.964565702049713
sigma2_prop,1,0.115028333279337,0.115028333279337,0.115028333279337
