parameter,n_converged,median,ci_lower,ci_upper
KA,1,15.8334306147286,15.8334306147286,15.8334306147286
CL,1,9.29671342558997,9.29671342558997,9.29671342558997
V,1,21.1259981791983,21.1259981791983,21.1259981791983
omega2_cl,1,0.156395039817897,0.156395039817897,0.156395039817897
omega_cl_v,1,0.0808681177953967,0.0808681177953967,0.0808681177953967
omega2_v,1,0.0433395151682851,0.0433395151682851,0.0433395151682851
rho_cl_v,1,0.982254038840359,0.982254038840359,0.982254038840359
sigma2_prop,1,0.116928225394615,0.116928225394615,0.116928225394615
