parameter,n_converged,median,ci_lower,ci_upper
KA,1,9.94759752235821,9.94759752235821,9.94759752235821
CL,1,8.91099592400198,8.91099592400198,8.91099592400198
V,1,19.3189538871457,19.3189538871457,19.3189538871457
omega2_cl,1,0.125041720716379,0.125041720716379,0.125041720716379
omega_cl_v,1,0.075761744210475,0.075761744210475,0.075761744210475
omega2_v,1,0.0474326274856715,0.0474326274856715,0.0474326274856715
rho_cl_v,1,0.983748090829848,0.983748090829848,0.983748090829848
sigma2_prop,1,0.110518168142878,0.110518168142878,0.110518168142878
