design,time,n,median_dv_umol_l,q05_dv_umol_l,q95_dv_umol_l,median_pred_umol_l,q05_pred_umol_l,q95_pred_umol_l
D1,0.167,40,106.503340259048,55.2182464532255,198.192975081426,117.830849459759,81.1044727864673,149.471933313514
D1,1.167,40,95.2511313103475,37.1189964112069,158.798330961017,97.1341162111136,60.6229311742193,121.748068355342
D1,4.5,40,17.238685571357,6.45091449017809,42.109632049131,20.3305749445222,8.01691590362144,33.6170761887645
D2,0.333,30,118.347356004088,47.6253728381287,210.547153196454,136.343849635544,106.045604682773,183.106215924543
D2,1.25,30,91.6544315435651,36.8543700588676,136.14134758218,97.4956095038749,73.023931553474,128.376023304109
D2,5.5,30,16.1240103683725,5.88243419252095,33.6216776628316,16.4782325703247,6.67374046331655,32.5646501760705
D3,0.83,30,100.457084599314,53.3007289126996,163.905956749629,101.0822579648,80.1538674709607,132.885604660421
D3,1.416,30,73.6569311965217,34.9444466315914,128.760605058337,77.9478231632925,56.7933892305795,110.314122467938
D3,6,30,9.64934464906409,2.305171975274,27.8883257355063,9.75953901440482,3.31831686260984,25.4322761769369
