"trial","execution_state","converged","parameter","estimate"
296,"completed",TRUE,"(etaLcl,etaLvc)",0.0474379936754562
297,"completed",TRUE,"(etaLcl,etaLvc)",0.0573255106921943
298,"completed",TRUE,"(etaLcl,etaLvc)",0.044010203069582
299,"completed",TRUE,"(etaLcl,etaLvc)",0.0587196446412092
300,"completed",TRUE,"(etaLcl,etaLvc)",0.0376915444363871
296,"completed",TRUE,"CcPropSd",0.342990170943079
297,"completed",TRUE,"CcPropSd",0.358443770290346
298,"completed",TRUE,"CcPropSd",0.347850432469932
299,"completed",TRUE,"CcPropSd",0.341611645327417
300,"completed",TRUE,"CcPropSd",0.377299312677823
296,"completed",TRUE,"etaLcl",0.0864534996967578
297,"completed",TRUE,"etaLcl",0.089144489764526
298,"completed",TRUE,"etaLcl",0.0825846713106159
299,"completed",TRUE,"etaLcl",0.101807937954122
300,"completed",TRUE,"etaLcl",0.0623154558456986
296,"completed",TRUE,"etaLvc",0.027522963316448
297,"completed",TRUE,"etaLvc",0.0383822919765714
298,"completed",TRUE,"etaLvc",0.024937146724119
299,"completed",TRUE,"etaLvc",0.0353793186579573
300,"completed",TRUE,"etaLvc",0.0242812567386451
296,"completed",TRUE,"lcl",2.14223011885601
297,"completed",TRUE,"lcl",2.11201474409404
298,"completed",TRUE,"lcl",2.21335282768481
299,"completed",TRUE,"lcl",2.16220841600281
300,"completed",TRUE,"lcl",2.18096986520114
296,"completed",TRUE,"lka",2.39158496178274
297,"completed",TRUE,"lka",2.0590516047233
298,"completed",TRUE,"lka",2.11462526696921
299,"completed",TRUE,"lka",2.13130796297675
300,"completed",TRUE,"lka",2.08032195325571
296,"completed",TRUE,"lvc",2.98942556904639
297,"completed",TRUE,"lvc",2.87285033940107
298,"completed",TRUE,"lvc",2.97060962073389
299,"completed",TRUE,"lvc",2.99015960773425
300,"completed",TRUE,"lvc",2.97473462455636
296,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.97249511385795
297,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.980020653166511
298,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.969795735088061
299,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.978403202566413
300,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.968970297813052
