"iter","lka","lcl","lvc","CcPropSd","pchol__omega_cl_v__etaLcl__etaLcl","pchol__omega_cl_v__etaLcl__etaLvc","pchol__omega_cl_v__etaLvc__etaLvc","objf"
1,2.21156569460688,2.11625551480255,2.92852352386054,-1.20497330465952,3.9902390341261,-25.1564682965436,2.22990049292744,2141.0351
2,2.17339155347301,3.02746162219183,2.57912975061544,-1.04041371684552,3.85244053622007,-25.1665259884013,2.23074600492955,5127.34
3,2.21043383550248,2.14327267610608,2.91816403674378,-1.20009413090074,3.98615332375265,-25.1567665060059,2.22992556226571,2136.9664
4,2.20670690158045,2.16271869079744,2.92606610516325,-1.19424228531715,3.97987778837256,-25.1572223695546,2.23075042760448,2135.1329
5,2.19187763971767,2.21545075064515,2.96716298727866,-1.17281282623438,3.95575935320909,-25.1589664879681,2.2356331163171,2131.2942
6,2.17751512947866,2.22854297423418,2.98787746849277,-1.15064080438993,3.92351199702177,-25.1612610955268,2.24827327443893,2129.903
7,2.16696239934164,2.23147737947146,2.99437656952907,-1.13789067364753,3.89665321748324,-25.1631584634878,2.26182121692219,2129.3955
8,2.15050830578455,2.23136022463557,2.99598467576614,-1.12503434837941,3.85073896184426,-25.1663851755153,2.28881096893772,2128.6746
9,2.11520006912646,2.23179512285774,2.99176352398608,-1.11521944881274,3.74301799589464,-25.1739258609823,2.35862926069979,2127.0922
10,2.04204070144531,2.14516140666844,2.98746802937975,-1.21987606382408,3.40918653450322,-25.1970938026105,2.62662342895363,2140.3338
11,2.1031748140846,2.21755507998393,2.99105747061507,-1.13242192782833,3.68814589145377,-25.1777339913107,2.40267964447332,2126.538
12,2.0579107582249,2.21538904409522,2.97309903843161,-1.14190264378066,3.52769011003226,-25.1889247176513,2.51603442968645,2124.4974
13,2.05267051015644,2.20901550597748,2.95552940073785,-1.16989348289673,3.44787898765186,-25.1944798451828,2.59058469427875,2123.2464
14,2.07046335110233,2.20622054803872,2.94913742171188,-1.19090672148977,3.44351023802134,-25.1947737187058,2.61461267769963,2122.7769
15,2.08468497021179,2.20810989782168,2.95093749368461,-1.19661078579866,3.43547277813887,-25.1953136107473,2.63773101521732,2122.4847
16,2.13287007840132,2.20836856824733,2.95365049915956,-1.19207026930149,3.33951754435979,-25.2018538004386,2.77740075404304,2121.6332
17,2.11203753998466,2.22371705774451,2.9836624801256,-1.21829444612451,3.1189574772653,-25.2170725963661,2.98969193931603,2124.4727
18,2.13033123602487,2.21023907460477,2.9573080317921,-1.19526618571235,3.31263809099256,-25.2037085011595,2.80327248635611,2121.5779
19,2.14708603185445,2.21439027628873,2.96206788218771,-1.18371549898649,3.29060920184164,-25.2051881469536,2.84077219295263,2121.4425
20,2.16224418960411,2.20118974438803,2.96301997677684,-1.1787294470371,3.30957596275841,-25.2038411501173,2.83943706110275,2121.6793
21,2.14911197825847,2.21262597415009,2.96219513331156,-1.18304909386101,3.29314418278787,-25.2050081156172,2.84059374741757,2121.4367
22,2.1511775536082,2.21366250108601,2.96317631831359,-1.17992700979971,3.2871161806637,-25.2054135535514,2.84875041939078,2121.4308
23,2.1495420632384,2.21356558786822,2.96295408238808,-1.17930792605131,3.28560288501546,-25.2055003087242,2.85140542823145,2121.4292
24,2.14768160077469,2.2134838020468,2.96259470092105,-1.17912841565155,3.28364834797833,-25.2055784315229,2.85764741638458,2121.4282
25,2.14603094409429,2.21372643067888,2.9630751914509,-1.17937561899112,3.28321812208285,-25.2055398511475,2.85664597217932,2121.4291
26,2.14752302526881,2.21350711092655,2.96264086074928,-1.17915216401491,3.28360701697969,-25.2055747251782,2.85755120950925,2121.4282
27,2.14763115902856,2.21349121643649,2.96260938403572,-1.17913596983786,3.28363520088018,-25.2055772525609,2.85761681365843,2121.4283
28,2.1476810378327,2.21348388479317,2.96259486478813,-1.17912849995808,3.28364820125356,-25.2055784183654,2.85764707485082,2121.4282
29,2.14768148181951,2.21348381953192,2.96259473554777,-1.17912843346635,3.28364831697395,-25.2055784287426,2.85764734421514,2121.4282
30,2.14768157566109,2.21348380573823,2.96259470823138,-1.17912841941257,3.28364834143274,-25.2055784309359,2.8576474011483,2121.4282
31,2.14768159547508,2.21348380282579,2.96259470246372,-1.17912841644522,3.28364834659704,-25.205578431399,2.85764741316934,2121.4282
32,2.14768159965663,2.21348380221115,2.96259470124651,-1.17912841581899,3.28364834768692,-25.2055784314967,2.85764741570626,2121.4282
33,2.14768159877296,2.21348380234103,2.96259470150373,-1.17912841595133,3.2836483474566,-25.2055784314761,2.85764741517014,2121.4282
34,2.14768159947082,2.21348380223846,2.96259470130059,-1.17912841584681,3.28364834763849,-25.2055784314924,2.85764741559353,2121.4282
35,2.14768159932335,2.21348380226013,2.96259470134352,-1.1791284158689,3.28364834760005,-25.2055784314889,2.85764741550406,2121.4282
36,2.14768159920704,2.21348380227723,2.96259470137738,-1.17912841588632,3.28364834756974,-25.2055784314862,2.85764741543349,2121.4282
37,2.1476815991153,2.21348380229071,2.96259470140408,-1.17912841590006,3.28364834754583,-25.2055784314841,2.85764741537784,2121.4282
38,2.14768159920704,2.21348380227723,2.96259470137738,-1.17912841588632,3.28364834756974,-25.2055784314862,2.85764741543349,2121.4282
1,2.21156569460688,2.11625551480255,2.92852352386054,-1.20497330465952,3.9902390341261,-25.1564682965436,2.22990049292744,2235.0091
2,2.13842619159025,2.17545923077962,3.65095121593912,-0.60211835755722,3.75973042759136,-25.1735831350336,2.00102817000011,2493.4312
3,2.20139911288285,2.12448498577271,3.02894285771287,-1.12117489429763,3.95819773647201,-25.1588473037426,2.19808664296348,2226.6036
4,2.20275097147274,2.16676795538666,3.0227228775162,-1.08624104516132,3.94455002975319,-25.1598652051717,2.18325117259967,2216.5104
5,2.20310837042161,2.20828036377641,3.03264856076726,-1.04536581849984,3.92447099286179,-25.1613630209187,2.16250292399344,2213.3701
6,2.20388898492374,2.21822398240264,3.04188860387984,-1.0343724259262,3.9138976090966,-25.1621525226851,2.15250066149714,2213.0688
7,2.21328213349168,2.22477526074916,3.04708421012087,-1.044604730126,3.88374338444349,-25.1644110968455,2.12784232034808,2212.5473
8,2.23068528881759,2.21442863638466,3.04185598398595,-1.04520106358581,3.84769109537711,-25.1671029042947,2.11114181956002,2212.3916
9,2.2357559963923,2.21756141939517,3.04467221255168,-1.05562377042005,3.84215765823956,-25.1675298540421,2.11929019643828,2212.3023
10,2.24142124923392,2.21826415904627,3.04457298695102,-1.05744546052943,3.8359699667355,-25.1680050189182,2.12969191405816,2212.2513
11,2.26591808222536,2.2147009515108,3.05072777057252,-1.05824808469612,3.80355229878411,-25.1704846053633,2.17413782355484,2212.2488
12,2.25375891965058,2.21646957277407,3.04767280364302,-1.05784969696442,3.81964301937047,-25.1692538464846,2.15207680695148,2212.1955
13,2.2717160076551,2.21724122126975,3.04507489592247,-1.05733081031742,3.79268199371231,-25.1713026594117,2.17367976466104,2212.1255
14,2.27366011303571,2.21665490359788,3.04506141013921,-1.05516278247576,3.78704025398834,-25.1717306676278,2.17537499047319,2212.1143
15,2.27320972055543,2.21770106516052,3.04615134653897,-1.05258989836658,3.77869544226354,-25.1723764226529,2.1779810251509,2212.1014
16,2.26946376505718,2.21818255465324,3.04624389914064,-1.05192704450356,3.77040777346317,-25.173039594327,2.1816296758952,2212.0901
17,2.2585036507906,2.21740777889128,3.04431921678479,-1.05198755465181,3.75928923573068,-25.1739947081995,2.19020772174426,2212.076
18,2.26188710929889,2.21803885502816,3.0459129988985,-1.05826807998786,3.74236608924073,-25.175488198463,2.20421055758508,2212.096
19,2.2590442023213,2.21750860151729,3.04457384421972,-1.05299095031212,3.7565855428327,-25.1742333127061,2.19244485700968,2212.0752
20,2.25642867737174,2.21767411390055,3.04333324059571,-1.05385128889469,3.75468254673715,-25.1744282246141,2.19481379797885,2212.0745
