"trial","execution_state","converged","parameter","estimate"
41,"completed",TRUE,"(etaLcl,etaLvc)",0.0507615008487827
42,"completed",TRUE,"(etaLcl,etaLvc)",0.0592733240425098
43,"completed",TRUE,"(etaLcl,etaLvc)",0.0485760571463045
44,"completed",TRUE,"(etaLcl,etaLvc)",0.042707138980625
45,"completed",TRUE,"(etaLcl,etaLvc)",0.0535915591355214
41,"completed",TRUE,"CcPropSd",0.369943057786226
42,"completed",TRUE,"CcPropSd",0.368379348853667
43,"completed",TRUE,"CcPropSd",0.366996103462107
44,"completed",TRUE,"CcPropSd",0.34141263628935
45,"completed",TRUE,"CcPropSd",0.350576270132704
41,"completed",TRUE,"etaLcl",0.102938157754288
42,"completed",TRUE,"etaLcl",0.123793314935261
43,"completed",TRUE,"etaLcl",0.0861853566207566
44,"completed",TRUE,"etaLcl",0.0911535836352593
45,"completed",TRUE,"etaLcl",0.086153857091539
41,"completed",TRUE,"etaLvc",0.0265200360923269
42,"completed",TRUE,"etaLvc",0.0298774139955241
43,"completed",TRUE,"etaLvc",0.028875830764262
44,"completed",TRUE,"etaLvc",0.0214775433566843
45,"completed",TRUE,"etaLvc",0.0348483891485588
41,"completed",TRUE,"lcl",2.14446149705782
42,"completed",TRUE,"lcl",2.20946736757556
43,"completed",TRUE,"lcl",2.11796379875832
44,"completed",TRUE,"lcl",2.14842199623494
45,"completed",TRUE,"lcl",2.15537261413486
41,"completed",TRUE,"lka",2.41707877024726
42,"completed",TRUE,"lka",2.34949306451015
43,"completed",TRUE,"lka",2.12628124916715
44,"completed",TRUE,"lka",2.22704770217556
45,"completed",TRUE,"lka",2.22481108381554
41,"completed",TRUE,"lvc",2.92681374319417
42,"completed",TRUE,"lvc",3.01075619645382
43,"completed",TRUE,"lvc",2.87728209515612
44,"completed",TRUE,"lvc",2.92138806740905
45,"completed",TRUE,"lvc",2.94409459049478
41,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.97153668269752
42,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.974628673950319
43,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.973729383041952
44,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.965208865925257
45,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.978064904247247
