parameter,n_converged,median,ci_lower,ci_upper
KA,1,8.68887446901133,8.68887446901133,8.68887446901133
CL,1,9.07742231353808,9.07742231353808,9.07742231353808
V,1,20.5296598394572,20.5296598394572,20.5296598394572
omega2_cl,1,0.106467875867893,0.106467875867893,0.106467875867893
omega_cl_v,1,0.0648701117450145,0.0648701117450145,0.0648701117450145
omega2_v,1,0.0410464753584904,0.0410464753584904,0.0410464753584904
rho_cl_v,1,0.981290097027333,0.981290097027333,0.981290097027333
sigma2_prop,1,0.140735814475617,0.140735814475617,0.140735814475617
