parameter,n_converged,median,ci_lower,ci_upper
KA,1,15.2100460974854,15.2100460974854,15.2100460974854
CL,1,8.81531060763681,8.81531060763681,8.81531060763681
V,1,20.6311793468173,20.6311793468173,20.6311793468173
omega2_cl,1,0.107194934247529,0.107194934247529,0.107194934247529
omega_cl_v,1,0.0573473599858901,0.0573473599858901,0.0573473599858901
omega2_v,1,0.0321860043120399,0.0321860043120399,0.0321860043120399
rho_cl_v,1,0.976321304096927,0.976321304096927,0.976321304096927
sigma2_prop,1,0.121547073540645,0.121547073540645,0.121547073540645
