"trial","execution_state","converged","parameter","estimate"
271,"completed",TRUE,"(etaLcl,etaLvc)",0.0515183322597201
272,"completed",TRUE,"(etaLcl,etaLvc)",0.0737887304298358
273,"completed",TRUE,"(etaLcl,etaLvc)",0.0741297709632728
274,"completed",TRUE,"(etaLcl,etaLvc)",0.0688818429523922
275,"completed",TRUE,"(etaLcl,etaLvc)",0.0568678206359601
271,"completed",TRUE,"CcPropSd",0.353159758088043
272,"completed",TRUE,"CcPropSd",0.332018891796279
273,"completed",TRUE,"CcPropSd",0.335384795098995
274,"completed",TRUE,"CcPropSd",0.351802574454541
275,"completed",TRUE,"CcPropSd",0.367005353558783
271,"completed",TRUE,"etaLcl",0.0922301117446974
272,"completed",TRUE,"etaLcl",0.124330011943527
273,"completed",TRUE,"etaLcl",0.118224012054975
274,"completed",TRUE,"etaLcl",0.130416404587201
275,"completed",TRUE,"etaLcl",0.0962829801893939
271,"completed",TRUE,"etaLvc",0.0302778514910751
272,"completed",TRUE,"etaLvc",0.045319268464097
273,"completed",TRUE,"etaLvc",0.0480111615866674
274,"completed",TRUE,"etaLvc",0.037895677961406
275,"completed",TRUE,"etaLvc",0.0350992770918272
271,"completed",TRUE,"lcl",2.11969568657259
272,"completed",TRUE,"lcl",2.18680808787988
273,"completed",TRUE,"lcl",2.18773357269793
274,"completed",TRUE,"lcl",2.17460226989451
275,"completed",TRUE,"lcl",2.19118969415334
271,"completed",TRUE,"lka",2.05893343293098
272,"completed",TRUE,"lka",2.29339593987161
273,"completed",TRUE,"lka",2.41893185001645
274,"completed",TRUE,"lka",2.45295749352512
275,"completed",TRUE,"lka",2.18177986584422
271,"completed",TRUE,"lvc",2.8673072706335
272,"completed",TRUE,"lvc",2.95950251435359
273,"completed",TRUE,"lvc",2.95833291548812
274,"completed",TRUE,"lvc",2.97329732204808
275,"completed",TRUE,"lvc",2.96409348944339
271,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.974906354224759
272,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.983016041544583
273,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.983940200651735
274,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.979814373671228
275,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.978233963120085
