"trial","execution_state","converged","parameter","estimate"
81,"completed",TRUE,"(etaLcl,etaLvc)",0.0683745301791481
82,"completed",TRUE,"(etaLcl,etaLvc)",0.0530446734302117
83,"completed",TRUE,"(etaLcl,etaLvc)",0.0662617196271723
84,"completed",TRUE,"(etaLcl,etaLvc)",0.0659033840155244
85,"completed",TRUE,"(etaLcl,etaLvc)",0.0654382929912278
81,"completed",TRUE,"CcPropSd",0.341028556410538
82,"completed",TRUE,"CcPropSd",0.401430426432941
83,"completed",TRUE,"CcPropSd",0.371194424480128
84,"completed",TRUE,"CcPropSd",0.343860109442952
85,"completed",TRUE,"CcPropSd",0.324629010609013
81,"completed",TRUE,"etaLcl",0.108570091855809
82,"completed",TRUE,"etaLcl",0.0714013319299445
83,"completed",TRUE,"etaLcl",0.116881444670934
84,"completed",TRUE,"etaLcl",0.104764512527892
85,"completed",TRUE,"etaLcl",0.10507915074005
81,"completed",TRUE,"etaLvc",0.0445869553137099
82,"completed",TRUE,"etaLvc",0.0409320692437025
83,"completed",TRUE,"etaLvc",0.0390823708195071
84,"completed",TRUE,"etaLvc",0.0429818681569083
85,"completed",TRUE,"etaLvc",0.0422750625189031
81,"completed",TRUE,"lcl",2.13309512719885
82,"completed",TRUE,"lcl",2.19607307501559
83,"completed",TRUE,"lcl",2.16438382309433
84,"completed",TRUE,"lcl",2.20065468449183
85,"completed",TRUE,"lcl",2.15947497217246
81,"completed",TRUE,"lka",2.21483121413463
82,"completed",TRUE,"lka",2.49044400555078
83,"completed",TRUE,"lka",2.30604758772923
84,"completed",TRUE,"lka",2.22134545603296
85,"completed",TRUE,"lka",2.35711990683461
81,"completed",TRUE,"lvc",2.93087671784609
82,"completed",TRUE,"lvc",2.97582031528516
83,"completed",TRUE,"lvc",2.94897833479873
84,"completed",TRUE,"lvc",2.97409799252125
85,"completed",TRUE,"lvc",2.97057278107043
81,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982732557098221
82,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.981198268916569
83,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.9803913403469
84,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982105115737633
85,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.981819278829742
